accessiom,Position,Coverage,rPM,virus,species,type
OQ818316,1637,953,15.26314104,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1638,953,15.26314104,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1639,949,15.19907748,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1640,949,15.19907748,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1641,945,15.13501393,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1642,945,15.13501393,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1643,941,15.07095038,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1644,941,15.07095038,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1645,942,15.08696627,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1646,943,15.10298216,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1647,933,14.94282328,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1648,932,14.92680739,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1649,936,14.99087094,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1650,938,15.02290272,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1651,938,15.02290272,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1652,955,15.29517281,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1653,958,15.34322047,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1654,956,15.3111887,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1655,953,15.26314104,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1656,953,15.26314104,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1657,960,15.37525225,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1658,962,15.40728403,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1659,972,15.5674429,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1660,955,15.29517281,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1661,943,15.10298216,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1662,962,15.40728403,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1663,975,15.61549057,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1664,968,15.50337935,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1665,953,15.26314104,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1666,941,15.07095038,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1667,941,15.07095038,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1668,939,15.03891861,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1669,945,15.13501393,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1670,948,15.1830616,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1671,943,15.10298216,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1672,945,15.13501393,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1673,937,15.00688683,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1674,937,15.00688683,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1675,939,15.03891861,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1676,885,14.17406067,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1677,882,14.126013,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1678,884,14.15804478,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1679,875,14.01390179,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1680,867,13.88577469,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1681,860,13.77366347,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1682,864,13.83772703,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1683,873,13.98187002,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1684,874,13.9978859,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1685,887,14.20609244,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1686,875,14.01390179,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1687,870,13.93382235,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1688,863,13.82171114,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1689,847,13.56545693,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1690,855,13.69358404,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1691,857,13.72561581,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1692,863,13.82171114,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1693,817,13.0849803,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1694,821,13.14904385,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1695,811,12.98888497,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1696,811,12.98888497,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1697,802,12.84474198,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1698,801,12.8287261,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1699,813,13.02091675,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1700,815,13.05294852,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1701,826,13.22912329,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1702,817,13.0849803,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1703,824,13.19709151,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1704,814,13.03693264,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1705,814,13.03693264,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1706,815,13.05294852,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1707,817,13.0849803,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1708,834,13.35725039,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1709,840,13.45334572,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1710,843,13.50139338,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1711,848,13.58147282,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1712,846,13.54944105,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1713,846,13.54944105,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1714,822,13.16505974,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1715,816,13.06896441,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1716,814,13.03693264,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1717,811,12.98888497,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1718,811,12.98888497,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1719,809,12.9568532,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1720,793,12.70059899,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1721,795,12.73263077,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1722,793,12.70059899,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1723,799,12.79669432,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1724,813,13.02091675,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1725,811,12.98888497,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1726,806,12.90880554,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1727,797,12.76466255,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1728,794,12.71661488,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1729,796,12.74864666,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1730,820,13.13302796,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1731,821,13.14904385,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1732,818,13.10099619,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1733,818,13.10099619,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1734,818,13.10099619,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1735,818,13.10099619,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1736,832,13.32521862,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1737,831,13.30920273,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1738,851,13.62952048,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1739,851,13.62952048,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1740,850,13.6135046,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1741,847,13.56545693,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1742,844,13.51740927,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1743,838,13.42131394,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1744,827,13.24513918,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1745,793,12.70059899,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1746,815,13.05294852,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1747,815,13.05294852,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1748,833,13.3412345,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1749,828,13.26115507,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1750,780,12.49239245,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1751,778,12.46036068,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1752,774,12.39629713,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1753,775,12.41231301,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1754,775,12.41231301,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1755,775,12.41231301,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1756,777,12.44434479,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1757,778,12.46036068,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1758,785,12.57247189,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1759,785,12.57247189,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1760,792,12.68458311,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1761,795,12.73263077,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1762,789,12.63653544,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1763,779,12.47637657,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1764,764,12.23613825,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1765,747,11.96386816,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1766,740,11.85175694,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1767,735,11.7716775,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1768,741,11.86777283,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1769,735,11.7716775,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1770,739,11.83574106,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1771,735,11.7716775,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1772,735,11.7716775,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1773,729,11.67558218,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1774,728,11.65956629,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1775,716,11.46737564,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1776,715,11.45135975,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1777,725,11.61151863,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1778,715,11.45135975,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1779,717,11.48339152,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1780,710,11.37128031,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1781,713,11.41932797,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1782,709,11.35526442,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1783,681,10.90681957,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1784,690,11.05096255,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1785,688,11.01893078,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1786,697,11.16307377,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1787,695,11.13104199,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1788,698,11.17908966,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1789,698,11.17908966,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1790,709,11.35526442,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1791,714,11.43534386,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1792,714,11.43534386,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1793,711,11.3872962,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1794,710,11.37128031,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1795,727,11.6435504,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1796,735,11.7716775,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1797,735,11.7716775,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1798,735,11.7716775,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1799,731,11.70761395,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1800,718,11.49940741,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1801,750,12.01191582,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1802,733,11.73964573,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1803,744,11.91582049,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1804,751,12.02793171,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1805,745,11.93183638,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1806,742,11.88378872,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1807,745,11.93183638,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1808,743,11.89980461,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1809,746,11.94785227,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1810,732,11.72362984,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1811,733,11.73964573,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1812,726,11.62753451,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1813,726,11.62753451,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1814,726,11.62753451,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1815,726,11.62753451,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1816,726,11.62753451,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1817,726,11.62753451,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1818,726,11.62753451,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1819,726,11.62753451,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1820,726,11.62753451,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1821,726,11.62753451,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1822,726,11.62753451,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1823,737,11.80370928,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1824,718,11.49940741,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1825,700,11.21112143,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1826,703,11.2591691,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1827,698,11.17908966,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1828,716,11.46737564,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1829,731,11.70761395,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1830,748,11.97988404,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1831,746,11.94785227,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1832,734,11.75566162,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1833,750,12.01191582,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1834,773,12.38028124,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1835,800,12.81271021,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1836,804,12.87677376,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1837,801,12.8287261,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1838,803,12.86075787,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1839,817,13.0849803,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1840,817,13.0849803,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1841,822,13.16505974,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1842,822,13.16505974,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1843,824,13.19709151,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1844,820,13.13302796,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1845,815,13.05294852,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1846,826,13.22912329,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1847,811,12.98888497,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1848,809,12.9568532,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1849,813,13.02091675,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1850,813,13.02091675,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1851,811,12.98888497,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1852,803,12.86075787,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1853,804,12.87677376,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1854,794,12.71661488,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1855,793,12.70059899,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1856,800,12.81271021,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1857,797,12.76466255,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1858,807,12.92482142,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1859,811,12.98888497,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1860,810,12.97286909,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1861,817,13.0849803,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1862,818,13.10099619,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1863,804,12.87677376,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1864,805,12.89278965,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1865,795,12.73263077,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1866,804,12.87677376,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1867,845,13.53342516,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1868,858,13.7416317,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1869,859,13.75764759,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1870,864,13.83772703,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1871,861,13.78967936,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1872,866,13.8697588,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1873,865,13.85374291,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1874,858,13.7416317,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1875,858,13.7416317,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1876,858,13.7416317,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1877,860,13.77366347,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1878,878,14.06194945,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1879,849,13.59748871,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1880,857,13.72561581,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1881,860,13.77366347,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1882,866,13.8697588,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1883,868,13.90179058,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1884,866,13.8697588,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1885,870,13.93382235,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1886,894,14.31820366,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1887,903,14.46234665,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1888,899,14.3982831,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1889,904,14.47836254,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1890,901,14.43031487,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1891,903,14.46234665,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1892,908,14.54242609,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1893,873,13.98187002,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1894,909,14.55844197,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1895,896,14.35023543,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1896,899,14.3982831,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1897,878,14.06194945,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1898,872,13.96585413,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1899,870,13.93382235,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1900,878,14.06194945,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1901,879,14.07796534,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1902,888,14.22210833,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1903,886,14.19007656,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1904,887,14.20609244,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1905,876,14.02991768,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1906,880,14.09398123,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1907,868,13.90179058,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1908,879,14.07796534,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1909,879,14.07796534,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1910,879,14.07796534,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1911,885,14.17406067,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1912,897,14.36625132,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1913,905,14.49437842,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1914,910,14.57445786,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1915,930,14.89477562,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1916,938,15.02290272,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1917,940,15.0549345,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1918,942,15.08696627,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1919,942,15.08696627,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1920,967,15.48736346,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1921,969,15.51939524,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1922,974,15.59947468,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1923,975,15.61549057,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1924,1000,16.01588776,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1925,1004,16.07995131,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1926,1005,16.0959672,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1927,1010,16.17604664,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1928,1012,16.20807841,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1929,1012,16.20807841,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1930,1024,16.40026907,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1931,1030,16.49636439,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1932,1031,16.51238028,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1933,1031,16.51238028,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1934,1031,16.51238028,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1935,1032,16.52839617,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1936,1023,16.38425318,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1937,1019,16.32018963,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1938,1034,16.56042794,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1939,1034,16.56042794,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1940,1035,16.57644383,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1941,1035,16.57644383,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1942,1030,16.49636439,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1943,1025,16.41628495,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1944,1029,16.48034851,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1945,1019,16.32018963,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1946,1019,16.32018963,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1947,1016,16.27214196,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1948,1016,16.27214196,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1949,1004,16.07995131,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1950,1010,16.17604664,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1951,1010,16.17604664,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1952,1009,16.16003075,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1953,1009,16.16003075,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1954,992,15.88776066,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1955,993,15.90377655,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1956,990,15.85572888,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1957,999,15.99987187,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1958,999,15.99987187,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1959,999,15.99987187,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1960,994,15.91979243,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1961,994,15.91979243,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1962,995,15.93580832,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1963,967,15.48736346,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1964,960,15.37525225,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1965,963,15.42329991,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1966,961,15.39126814,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1967,965,15.45533169,Pteropus rufus mischivirus,Pteropus rufus,full
OQ818316,1968,962,15.40728403,Pteropus rufus mischivirus,Pteropus rufus,full
