Position,Coverage,rPM,rPM
2144,10,0.215782319,-0.665984144
2145,10,0.215782319,-0.665984144
2146,10,0.215782319,-0.665984144
2147,10,0.215782319,-0.665984144
2148,10,0.215782319,-0.665984144
2149,10,0.215782319,-0.665984144
2150,10,0.215782319,-0.665984144
2151,10,0.215782319,-0.665984144
2152,9,0.194204087,-0.711741635
2153,9,0.194204087,-0.711741635
2154,9,0.194204087,-0.711741635
2155,9,0.194204087,-0.711741635
2156,9,0.194204087,-0.711741635
2157,9,0.194204087,-0.711741635
2158,9,0.194204087,-0.711741635
2159,9,0.194204087,-0.711741635
2160,9,0.194204087,-0.711741635
2161,9,0.194204087,-0.711741635
2162,10,0.215782319,-0.665984144
2163,10,0.215782319,-0.665984144
2164,10,0.215782319,-0.665984144
2165,10,0.215782319,-0.665984144
2166,10,0.215782319,-0.665984144
2167,10,0.215782319,-0.665984144
2168,10,0.215782319,-0.665984144
2169,10,0.215782319,-0.665984144
2170,11,0.237360551,-0.624591459
2171,11,0.237360551,-0.624591459
2172,11,0.237360551,-0.624591459
2173,11,0.237360551,-0.624591459
2174,11,0.237360551,-0.624591459
2175,11,0.237360551,-0.624591459
2176,11,0.237360551,-0.624591459
2177,11,0.237360551,-0.624591459
2178,11,0.237360551,-0.624591459
2179,11,0.237360551,-0.624591459
2180,11,0.237360551,-0.624591459
2181,11,0.237360551,-0.624591459
2182,11,0.237360551,-0.624591459
2183,11,0.237360551,-0.624591459
2184,11,0.237360551,-0.624591459
2185,11,0.237360551,-0.624591459
2186,11,0.237360551,-0.624591459
2187,11,0.237360551,-0.624591459
2188,11,0.237360551,-0.624591459
2189,11,0.237360551,-0.624591459
2190,10,0.215782319,-0.665984144
2191,10,0.215782319,-0.665984144
2192,10,0.215782319,-0.665984144
2193,10,0.215782319,-0.665984144
2194,10,0.215782319,-0.665984144
2195,10,0.215782319,-0.665984144
2196,11,0.237360551,-0.624591459
2197,12,0.258938783,-0.586802897
2198,12,0.258938783,-0.586802897
2199,12,0.258938783,-0.586802897
2200,12,0.258938783,-0.586802897
2201,12,0.258938783,-0.586802897
2202,12,0.258938783,-0.586802897
2203,12,0.258938783,-0.586802897
2204,12,0.258938783,-0.586802897
2205,12,0.258938783,-0.586802897
2206,12,0.258938783,-0.586802897
2207,12,0.258938783,-0.586802897
2208,12,0.258938783,-0.586802897
2209,12,0.258938783,-0.586802897
2210,12,0.258938783,-0.586802897
2211,12,0.258938783,-0.586802897
2212,12,0.258938783,-0.586802897
2213,12,0.258938783,-0.586802897
2214,12,0.258938783,-0.586802897
2215,12,0.258938783,-0.586802897
2216,12,0.258938783,-0.586802897
2217,12,0.258938783,-0.586802897
2218,13,0.280517014,-0.552040793
2219,13,0.280517014,-0.552040793
2220,15,0.323673478,-0.489892885
2221,15,0.323673478,-0.489892885
2222,15,0.323673478,-0.489892885
2223,15,0.323673478,-0.489892885
2224,14,0.302095246,-0.519856109
2225,14,0.302095246,-0.519856109
2226,14,0.302095246,-0.519856109
2227,14,0.302095246,-0.519856109
2228,14,0.302095246,-0.519856109
2229,14,0.302095246,-0.519856109
2230,14,0.302095246,-0.519856109
2231,13,0.280517014,-0.552040793
2232,13,0.280517014,-0.552040793
2233,13,0.280517014,-0.552040793
2234,12,0.258938783,-0.586802897
2235,12,0.258938783,-0.586802897
2236,12,0.258938783,-0.586802897
2237,12,0.258938783,-0.586802897
2238,12,0.258938783,-0.586802897
2239,12,0.258938783,-0.586802897
2240,12,0.258938783,-0.586802897
2241,12,0.258938783,-0.586802897
2242,12,0.258938783,-0.586802897
2243,12,0.258938783,-0.586802897
2244,12,0.258938783,-0.586802897
2245,12,0.258938783,-0.586802897
2246,12,0.258938783,-0.586802897
2247,12,0.258938783,-0.586802897
2248,12,0.258938783,-0.586802897
2249,12,0.258938783,-0.586802897
2250,12,0.258938783,-0.586802897
2251,12,0.258938783,-0.586802897
2252,12,0.258938783,-0.586802897
2253,12,0.258938783,-0.586802897
2254,12,0.258938783,-0.586802897
2255,12,0.258938783,-0.586802897
2256,12,0.258938783,-0.586802897
2257,12,0.258938783,-0.586802897
2258,12,0.258938783,-0.586802897
2259,11,0.237360551,-0.624591459
2260,11,0.237360551,-0.624591459
2261,11,0.237360551,-0.624591459
2262,11,0.237360551,-0.624591459
2263,11,0.237360551,-0.624591459
2264,11,0.237360551,-0.624591459
2265,11,0.237360551,-0.624591459
2266,11,0.237360551,-0.624591459
2267,10,0.215782319,-0.665984144
2268,10,0.215782319,-0.665984144
2269,10,0.215782319,-0.665984144
2270,11,0.237360551,-0.624591459
2271,11,0.237360551,-0.624591459
2272,11,0.237360551,-0.624591459
2273,11,0.237360551,-0.624591459
2274,11,0.237360551,-0.624591459
2275,11,0.237360551,-0.624591459
2276,11,0.237360551,-0.624591459
2277,11,0.237360551,-0.624591459
2278,11,0.237360551,-0.624591459
2279,11,0.237360551,-0.624591459
2280,11,0.237360551,-0.624591459
2281,11,0.237360551,-0.624591459
2282,11,0.237360551,-0.624591459
2283,10,0.215782319,-0.665984144
2284,10,0.215782319,-0.665984144
2285,10,0.215782319,-0.665984144
2286,10,0.215782319,-0.665984144
2287,10,0.215782319,-0.665984144
2288,10,0.215782319,-0.665984144
2289,9,0.194204087,-0.711741635
2290,9,0.194204087,-0.711741635
2291,9,0.194204087,-0.711741635
2292,9,0.194204087,-0.711741635
2293,9,0.194204087,-0.711741635
2294,9,0.194204087,-0.711741635
2295,9,0.194204087,-0.711741635
2296,9,0.194204087,-0.711741635
2297,9,0.194204087,-0.711741635
2298,9,0.194204087,-0.711741635
2299,9,0.194204087,-0.711741635
2300,9,0.194204087,-0.711741635
2301,10,0.215782319,-0.665984144
2302,10,0.215782319,-0.665984144
2303,10,0.215782319,-0.665984144
2304,10,0.215782319,-0.665984144
2305,10,0.215782319,-0.665984144
2306,10,0.215782319,-0.665984144
2307,10,0.215782319,-0.665984144
2308,9,0.194204087,-0.711741635
2309,9,0.194204087,-0.711741635
2310,9,0.194204087,-0.711741635
2311,9,0.194204087,-0.711741635
2312,9,0.194204087,-0.711741635
2313,10,0.215782319,-0.665984144
2314,10,0.215782319,-0.665984144
2315,10,0.215782319,-0.665984144
2316,9,0.194204087,-0.711741635
2317,9,0.194204087,-0.711741635
2318,9,0.194204087,-0.711741635
2319,9,0.194204087,-0.711741635
2320,9,0.194204087,-0.711741635
2321,10,0.215782319,-0.665984144
2322,12,0.258938783,-0.586802897
2323,12,0.258938783,-0.586802897
2324,12,0.258938783,-0.586802897
2325,12,0.258938783,-0.586802897
2326,12,0.258938783,-0.586802897
2327,12,0.258938783,-0.586802897
2328,12,0.258938783,-0.586802897
2329,12,0.258938783,-0.586802897
2330,12,0.258938783,-0.586802897
2331,12,0.258938783,-0.586802897
2332,12,0.258938783,-0.586802897
2333,12,0.258938783,-0.586802897
2334,13,0.280517014,-0.552040793
2335,13,0.280517014,-0.552040793
2336,13,0.280517014,-0.552040793
2337,13,0.280517014,-0.552040793
2338,13,0.280517014,-0.552040793
2339,13,0.280517014,-0.552040793
2340,13,0.280517014,-0.552040793
2341,13,0.280517014,-0.552040793
2342,14,0.302095246,-0.519856109
2343,13,0.280517014,-0.552040793
2344,13,0.280517014,-0.552040793
2345,13,0.280517014,-0.552040793
2346,13,0.280517014,-0.552040793
2347,13,0.280517014,-0.552040793
2348,13,0.280517014,-0.552040793
2349,13,0.280517014,-0.552040793
2350,13,0.280517014,-0.552040793
2351,13,0.280517014,-0.552040793
2352,12,0.258938783,-0.586802897
2353,12,0.258938783,-0.586802897
2354,12,0.258938783,-0.586802897
2355,12,0.258938783,-0.586802897
2356,12,0.258938783,-0.586802897
2357,12,0.258938783,-0.586802897
2358,12,0.258938783,-0.586802897
2359,12,0.258938783,-0.586802897
2360,13,0.280517014,-0.552040793
2361,13,0.280517014,-0.552040793
2362,13,0.280517014,-0.552040793
2363,13,0.280517014,-0.552040793
2364,12,0.258938783,-0.586802897
2365,12,0.258938783,-0.586802897
2366,10,0.215782319,-0.665984144
2367,10,0.215782319,-0.665984144
2368,11,0.237360551,-0.624591459
2369,11,0.237360551,-0.624591459
2370,11,0.237360551,-0.624591459
2371,11,0.237360551,-0.624591459
2372,11,0.237360551,-0.624591459
2373,11,0.237360551,-0.624591459
2374,11,0.237360551,-0.624591459
2375,12,0.258938783,-0.586802897
2376,12,0.258938783,-0.586802897
2377,12,0.258938783,-0.586802897
2378,12,0.258938783,-0.586802897
2379,12,0.258938783,-0.586802897
2380,12,0.258938783,-0.586802897
2381,12,0.258938783,-0.586802897
2382,12,0.258938783,-0.586802897
2383,12,0.258938783,-0.586802897
2384,12,0.258938783,-0.586802897
2385,12,0.258938783,-0.586802897
2386,12,0.258938783,-0.586802897
2387,12,0.258938783,-0.586802897
2388,12,0.258938783,-0.586802897
2389,12,0.258938783,-0.586802897
2390,12,0.258938783,-0.586802897
2391,12,0.258938783,-0.586802897
2392,12,0.258938783,-0.586802897
2393,12,0.258938783,-0.586802897
2394,12,0.258938783,-0.586802897
2395,12,0.258938783,-0.586802897
2396,12,0.258938783,-0.586802897
2397,12,0.258938783,-0.586802897
2398,12,0.258938783,-0.586802897
2399,12,0.258938783,-0.586802897
2400,12,0.258938783,-0.586802897
2401,12,0.258938783,-0.586802897
2402,12,0.258938783,-0.586802897
2403,12,0.258938783,-0.586802897
2404,12,0.258938783,-0.586802897
2405,12,0.258938783,-0.586802897
2406,12,0.258938783,-0.586802897
2407,12,0.258938783,-0.586802897
2408,12,0.258938783,-0.586802897
2409,12,0.258938783,-0.586802897
2410,12,0.258938783,-0.586802897
2411,12,0.258938783,-0.586802897
2412,12,0.258938783,-0.586802897
2413,14,0.302095246,-0.519856109
2414,14,0.302095246,-0.519856109
2415,14,0.302095246,-0.519856109
2416,13,0.280517014,-0.552040793
2417,13,0.280517014,-0.552040793
2418,14,0.302095246,-0.519856109
2419,14,0.302095246,-0.519856109
2420,14,0.302095246,-0.519856109
2421,14,0.302095246,-0.519856109
2422,14,0.302095246,-0.519856109
2423,14,0.302095246,-0.519856109
2424,14,0.302095246,-0.519856109
2425,14,0.302095246,-0.519856109
2426,14,0.302095246,-0.519856109
2427,14,0.302095246,-0.519856109
2428,14,0.302095246,-0.519856109
2429,14,0.302095246,-0.519856109
2430,14,0.302095246,-0.519856109
2431,14,0.302095246,-0.519856109
2432,14,0.302095246,-0.519856109
2433,14,0.302095246,-0.519856109
2434,14,0.302095246,-0.519856109
2435,14,0.302095246,-0.519856109
2436,14,0.302095246,-0.519856109
2437,14,0.302095246,-0.519856109
2438,14,0.302095246,-0.519856109
2439,14,0.302095246,-0.519856109
2440,14,0.302095246,-0.519856109
2441,14,0.302095246,-0.519856109
2442,14,0.302095246,-0.519856109
2443,15,0.323673478,-0.489892885
2444,16,0.34525171,-0.461864162
2445,16,0.34525171,-0.461864162
2446,16,0.34525171,-0.461864162
2447,15,0.323673478,-0.489892885
2448,15,0.323673478,-0.489892885
2449,15,0.323673478,-0.489892885
2450,15,0.323673478,-0.489892885
2451,15,0.323673478,-0.489892885
2452,15,0.323673478,-0.489892885
2453,15,0.323673478,-0.489892885
2454,15,0.323673478,-0.489892885
2455,15,0.323673478,-0.489892885
2456,15,0.323673478,-0.489892885
2457,15,0.323673478,-0.489892885
2458,15,0.323673478,-0.489892885
2459,14,0.302095246,-0.519856109
2460,14,0.302095246,-0.519856109
2461,14,0.302095246,-0.519856109
2462,14,0.302095246,-0.519856109
2463,14,0.302095246,-0.519856109
2464,14,0.302095246,-0.519856109
2465,14,0.302095246,-0.519856109
2466,14,0.302095246,-0.519856109
2467,13,0.280517014,-0.552040793
2468,11,0.237360551,-0.624591459
2469,11,0.237360551,-0.624591459
2470,11,0.237360551,-0.624591459
2471,11,0.237360551,-0.624591459
2472,11,0.237360551,-0.624591459
2473,11,0.237360551,-0.624591459
2474,11,0.237360551,-0.624591459
2475,11,0.237360551,-0.624591459
2476,11,0.237360551,-0.624591459
2477,11,0.237360551,-0.624591459
2478,11,0.237360551,-0.624591459
2479,11,0.237360551,-0.624591459
2480,10,0.215782319,-0.665984144
2481,10,0.215782319,-0.665984144
2482,10,0.215782319,-0.665984144
2483,10,0.215782319,-0.665984144
2484,10,0.215782319,-0.665984144
2485,10,0.215782319,-0.665984144
2486,10,0.215782319,-0.665984144
2487,10,0.215782319,-0.665984144
2488,8,0.172625855,-0.762894157
2489,8,0.172625855,-0.762894157
2490,9,0.194204087,-0.711741635
2491,9,0.194204087,-0.711741635
2492,9,0.194204087,-0.711741635
2493,9,0.194204087,-0.711741635
2494,9,0.194204087,-0.711741635
2495,9,0.194204087,-0.711741635
2496,9,0.194204087,-0.711741635
2497,9,0.194204087,-0.711741635
2498,9,0.194204087,-0.711741635
2499,9,0.194204087,-0.711741635
2500,9,0.194204087,-0.711741635
2501,9,0.194204087,-0.711741635
2502,9,0.194204087,-0.711741635
2503,9,0.194204087,-0.711741635
2504,13,0.280517014,-0.552040793
2505,13,0.280517014,-0.552040793
2506,13,0.280517014,-0.552040793
2507,13,0.280517014,-0.552040793
2508,13,0.280517014,-0.552040793
2509,14,0.302095246,-0.519856109
2510,14,0.302095246,-0.519856109
2511,14,0.302095246,-0.519856109
2512,15,0.323673478,-0.489892885
2513,15,0.323673478,-0.489892885
2514,14,0.302095246,-0.519856109
2515,14,0.302095246,-0.519856109
2516,14,0.302095246,-0.519856109
2517,14,0.302095246,-0.519856109
2518,14,0.302095246,-0.519856109
2519,16,0.34525171,-0.461864162
2520,16,0.34525171,-0.461864162
2521,15,0.323673478,-0.489892885
2522,15,0.323673478,-0.489892885
2523,15,0.323673478,-0.489892885
2524,15,0.323673478,-0.489892885
2525,15,0.323673478,-0.489892885
2526,15,0.323673478,-0.489892885
2527,15,0.323673478,-0.489892885
2528,15,0.323673478,-0.489892885
2529,15,0.323673478,-0.489892885
2530,15,0.323673478,-0.489892885
2531,15,0.323673478,-0.489892885
2532,15,0.323673478,-0.489892885
2533,15,0.323673478,-0.489892885
2534,15,0.323673478,-0.489892885
2535,15,0.323673478,-0.489892885
2536,15,0.323673478,-0.489892885
2537,15,0.323673478,-0.489892885
2538,15,0.323673478,-0.489892885
2539,15,0.323673478,-0.489892885
2540,15,0.323673478,-0.489892885
2541,15,0.323673478,-0.489892885
2542,15,0.323673478,-0.489892885
2543,15,0.323673478,-0.489892885
2544,15,0.323673478,-0.489892885
2545,15,0.323673478,-0.489892885
2546,15,0.323673478,-0.489892885
2547,15,0.323673478,-0.489892885
2548,15,0.323673478,-0.489892885
2549,15,0.323673478,-0.489892885
2550,15,0.323673478,-0.489892885
2551,15,0.323673478,-0.489892885
2552,15,0.323673478,-0.489892885
2553,15,0.323673478,-0.489892885
2554,15,0.323673478,-0.489892885
2555,15,0.323673478,-0.489892885
2556,15,0.323673478,-0.489892885
2557,15,0.323673478,-0.489892885
2558,16,0.34525171,-0.461864162
2559,14,0.302095246,-0.519856109
2560,14,0.302095246,-0.519856109
2561,14,0.302095246,-0.519856109
2562,14,0.302095246,-0.519856109
2563,14,0.302095246,-0.519856109
2564,13,0.280517014,-0.552040793
2565,13,0.280517014,-0.552040793
2566,14,0.302095246,-0.519856109
2567,15,0.323673478,-0.489892885
2568,15,0.323673478,-0.489892885
2569,15,0.323673478,-0.489892885
2570,15,0.323673478,-0.489892885
2571,15,0.323673478,-0.489892885
2572,15,0.323673478,-0.489892885
2573,15,0.323673478,-0.489892885
2574,15,0.323673478,-0.489892885
2575,15,0.323673478,-0.489892885
2576,15,0.323673478,-0.489892885
2577,15,0.323673478,-0.489892885
2578,15,0.323673478,-0.489892885
2579,15,0.323673478,-0.489892885
2580,15,0.323673478,-0.489892885
2581,16,0.34525171,-0.461864162
2582,16,0.34525171,-0.461864162
2583,16,0.34525171,-0.461864162
2584,16,0.34525171,-0.461864162
2585,16,0.34525171,-0.461864162
2586,16,0.34525171,-0.461864162
2587,16,0.34525171,-0.461864162
2588,16,0.34525171,-0.461864162
2589,15,0.323673478,-0.489892885
2590,14,0.302095246,-0.519856109
2591,14,0.302095246,-0.519856109
2592,14,0.302095246,-0.519856109
2593,14,0.302095246,-0.519856109
2594,14,0.302095246,-0.519856109
2595,14,0.302095246,-0.519856109
2596,14,0.302095246,-0.519856109
2597,14,0.302095246,-0.519856109
2598,14,0.302095246,-0.519856109
2599,14,0.302095246,-0.519856109
2600,14,0.302095246,-0.519856109
2601,14,0.302095246,-0.519856109
2602,14,0.302095246,-0.519856109
2603,14,0.302095246,-0.519856109
2604,14,0.302095246,-0.519856109
2605,14,0.302095246,-0.519856109
2606,14,0.302095246,-0.519856109
2607,15,0.323673478,-0.489892885
2608,15,0.323673478,-0.489892885
2609,15,0.323673478,-0.489892885
2610,16,0.34525171,-0.461864162
2611,16,0.34525171,-0.461864162
2612,16,0.34525171,-0.461864162
2613,16,0.34525171,-0.461864162
2614,16,0.34525171,-0.461864162
2615,16,0.34525171,-0.461864162
2616,16,0.34525171,-0.461864162
2617,16,0.34525171,-0.461864162
2618,16,0.34525171,-0.461864162
2619,16,0.34525171,-0.461864162
2620,16,0.34525171,-0.461864162
2621,17,0.366829942,-0.435535223
2622,17,0.366829942,-0.435535223
2623,17,0.366829942,-0.435535223
2624,17,0.366829942,-0.435535223
2625,17,0.366829942,-0.435535223
2626,17,0.366829942,-0.435535223
2627,17,0.366829942,-0.435535223
2628,17,0.366829942,-0.435535223
2629,17,0.366829942,-0.435535223
2630,17,0.366829942,-0.435535223
2631,17,0.366829942,-0.435535223
2632,19,0.409986406,-0.387230543
2633,20,0.431564638,-0.364954148
2634,20,0.431564638,-0.364954148
2635,20,0.431564638,-0.364954148
2636,19,0.409986406,-0.387230543
2637,19,0.409986406,-0.387230543
2638,21,0.453142869,-0.34376485
2639,21,0.453142869,-0.34376485
2640,21,0.453142869,-0.34376485
2641,21,0.453142869,-0.34376485
2642,21,0.453142869,-0.34376485
2643,21,0.453142869,-0.34376485
2644,21,0.453142869,-0.34376485
2645,21,0.453142869,-0.34376485
2646,21,0.453142869,-0.34376485
2647,21,0.453142869,-0.34376485
2648,21,0.453142869,-0.34376485
2649,21,0.453142869,-0.34376485
2650,17,0.366829942,-0.435535223
2651,17,0.366829942,-0.435535223
2652,16,0.34525171,-0.461864162
2653,16,0.34525171,-0.461864162
2654,16,0.34525171,-0.461864162
2655,15,0.323673478,-0.489892885
2656,15,0.323673478,-0.489892885
2657,15,0.323673478,-0.489892885
2658,14,0.302095246,-0.519856109
2659,14,0.302095246,-0.519856109
2660,14,0.302095246,-0.519856109
2661,14,0.302095246,-0.519856109
2662,14,0.302095246,-0.519856109
2663,14,0.302095246,-0.519856109
2664,14,0.302095246,-0.519856109
2665,12,0.258938783,-0.586802897
2666,12,0.258938783,-0.586802897
2667,12,0.258938783,-0.586802897
2668,12,0.258938783,-0.586802897
2669,12,0.258938783,-0.586802897
2670,12,0.258938783,-0.586802897
2671,12,0.258938783,-0.586802897
2672,12,0.258938783,-0.586802897
2673,12,0.258938783,-0.586802897
2674,12,0.258938783,-0.586802897
2675,12,0.258938783,-0.586802897
2676,12,0.258938783,-0.586802897
2677,12,0.258938783,-0.586802897
2678,12,0.258938783,-0.586802897
2679,12,0.258938783,-0.586802897
2680,12,0.258938783,-0.586802897
2681,12,0.258938783,-0.586802897
2682,12,0.258938783,-0.586802897
2683,12,0.258938783,-0.586802897
2684,12,0.258938783,-0.586802897
2685,12,0.258938783,-0.586802897
2686,12,0.258938783,-0.586802897
2687,12,0.258938783,-0.586802897
2688,12,0.258938783,-0.586802897
2689,14,0.302095246,-0.519856109
2690,14,0.302095246,-0.519856109
2691,14,0.302095246,-0.519856109
2692,14,0.302095246,-0.519856109
2693,14,0.302095246,-0.519856109
2694,14,0.302095246,-0.519856109
2695,15,0.323673478,-0.489892885
2696,15,0.323673478,-0.489892885
2697,15,0.323673478,-0.489892885
2698,15,0.323673478,-0.489892885
2699,15,0.323673478,-0.489892885
2700,15,0.323673478,-0.489892885
2701,15,0.323673478,-0.489892885
2702,15,0.323673478,-0.489892885
2703,15,0.323673478,-0.489892885
2704,14,0.302095246,-0.519856109
2705,15,0.323673478,-0.489892885
2706,15,0.323673478,-0.489892885
2707,15,0.323673478,-0.489892885
2708,15,0.323673478,-0.489892885
2709,15,0.323673478,-0.489892885
2710,16,0.34525171,-0.461864162
2711,16,0.34525171,-0.461864162
2712,15,0.323673478,-0.489892885
2713,14,0.302095246,-0.519856109
2714,14,0.302095246,-0.519856109
2715,14,0.302095246,-0.519856109
2716,14,0.302095246,-0.519856109
2717,14,0.302095246,-0.519856109
2718,14,0.302095246,-0.519856109
2719,14,0.302095246,-0.519856109
2720,14,0.302095246,-0.519856109
2721,14,0.302095246,-0.519856109
2722,14,0.302095246,-0.519856109
2723,14,0.302095246,-0.519856109
2724,14,0.302095246,-0.519856109
2725,14,0.302095246,-0.519856109
2726,14,0.302095246,-0.519856109
2727,13,0.280517014,-0.552040793
2728,13,0.280517014,-0.552040793
2729,13,0.280517014,-0.552040793
2730,13,0.280517014,-0.552040793
2731,13,0.280517014,-0.552040793
2732,13,0.280517014,-0.552040793
2733,13,0.280517014,-0.552040793
2734,13,0.280517014,-0.552040793
2735,13,0.280517014,-0.552040793
2736,13,0.280517014,-0.552040793
2737,13,0.280517014,-0.552040793
2738,13,0.280517014,-0.552040793
2739,13,0.280517014,-0.552040793
2740,13,0.280517014,-0.552040793
2741,13,0.280517014,-0.552040793
2742,13,0.280517014,-0.552040793
2743,14,0.302095246,-0.519856109
2744,14,0.302095246,-0.519856109
2745,14,0.302095246,-0.519856109
2746,14,0.302095246,-0.519856109
2747,14,0.302095246,-0.519856109
2748,14,0.302095246,-0.519856109
2749,15,0.323673478,-0.489892885
2750,15,0.323673478,-0.489892885
2751,15,0.323673478,-0.489892885
2752,15,0.323673478,-0.489892885
2753,14,0.302095246,-0.519856109
2754,14,0.302095246,-0.519856109
2755,14,0.302095246,-0.519856109
2756,13,0.280517014,-0.552040793
2757,13,0.280517014,-0.552040793
2758,13,0.280517014,-0.552040793
2759,13,0.280517014,-0.552040793
2760,13,0.280517014,-0.552040793
2761,13,0.280517014,-0.552040793
2762,13,0.280517014,-0.552040793
2763,13,0.280517014,-0.552040793
2764,13,0.280517014,-0.552040793
2765,13,0.280517014,-0.552040793
2766,13,0.280517014,-0.552040793
2767,12,0.258938783,-0.586802897
2768,12,0.258938783,-0.586802897
2769,12,0.258938783,-0.586802897
2770,12,0.258938783,-0.586802897
2771,12,0.258938783,-0.586802897
2772,12,0.258938783,-0.586802897
2773,12,0.258938783,-0.586802897
2774,12,0.258938783,-0.586802897
2775,12,0.258938783,-0.586802897
2776,12,0.258938783,-0.586802897
2777,12,0.258938783,-0.586802897
2778,10,0.215782319,-0.665984144
2779,9,0.194204087,-0.711741635
2780,9,0.194204087,-0.711741635
2781,9,0.194204087,-0.711741635
2782,9,0.194204087,-0.711741635
2783,9,0.194204087,-0.711741635
2784,7,0.151047623,-0.820886105
2785,7,0.151047623,-0.820886105
2786,7,0.151047623,-0.820886105
2787,7,0.151047623,-0.820886105
2788,7,0.151047623,-0.820886105
2789,8,0.172625855,-0.762894157
2790,8,0.172625855,-0.762894157
2791,8,0.172625855,-0.762894157
2792,8,0.172625855,-0.762894157
2793,8,0.172625855,-0.762894157
2794,8,0.172625855,-0.762894157
2795,8,0.172625855,-0.762894157
2796,8,0.172625855,-0.762894157
2797,8,0.172625855,-0.762894157
2798,8,0.172625855,-0.762894157
2799,8,0.172625855,-0.762894157
2800,8,0.172625855,-0.762894157
2801,8,0.172625855,-0.762894157
2802,8,0.172625855,-0.762894157
2803,8,0.172625855,-0.762894157
2804,8,0.172625855,-0.762894157
2805,8,0.172625855,-0.762894157
2806,8,0.172625855,-0.762894157
2807,8,0.172625855,-0.762894157
2808,8,0.172625855,-0.762894157
2809,8,0.172625855,-0.762894157
2810,8,0.172625855,-0.762894157
2811,8,0.172625855,-0.762894157
2812,8,0.172625855,-0.762894157
2813,8,0.172625855,-0.762894157
2814,8,0.172625855,-0.762894157
2815,8,0.172625855,-0.762894157
2816,8,0.172625855,-0.762894157
2817,9,0.194204087,-0.711741635
2818,9,0.194204087,-0.711741635
2819,9,0.194204087,-0.711741635
2820,9,0.194204087,-0.711741635
2821,9,0.194204087,-0.711741635
2822,9,0.194204087,-0.711741635
2823,9,0.194204087,-0.711741635
2824,9,0.194204087,-0.711741635
2825,9,0.194204087,-0.711741635
2826,9,0.194204087,-0.711741635
2827,9,0.194204087,-0.711741635
2828,9,0.194204087,-0.711741635
2829,9,0.194204087,-0.711741635
2830,9,0.194204087,-0.711741635
2831,9,0.194204087,-0.711741635
2832,9,0.194204087,-0.711741635
2833,9,0.194204087,-0.711741635
2834,10,0.215782319,-0.665984144
2835,8,0.172625855,-0.762894157
2836,8,0.172625855,-0.762894157
2837,8,0.172625855,-0.762894157
2838,9,0.194204087,-0.711741635
2839,10,0.215782319,-0.665984144
2840,12,0.258938783,-0.586802897
2841,11,0.237360551,-0.624591459
2842,11,0.237360551,-0.624591459
2843,11,0.237360551,-0.624591459
2844,11,0.237360551,-0.624591459
2845,12,0.258938783,-0.586802897
2846,12,0.258938783,-0.586802897
2847,12,0.258938783,-0.586802897
2848,12,0.258938783,-0.586802897
2849,12,0.258938783,-0.586802897
2850,12,0.258938783,-0.586802897
2851,11,0.237360551,-0.624591459
2852,11,0.237360551,-0.624591459
2853,11,0.237360551,-0.624591459
2854,11,0.237360551,-0.624591459
2855,11,0.237360551,-0.624591459
2856,10,0.215782319,-0.665984144
2857,10,0.215782319,-0.665984144
2858,10,0.215782319,-0.665984144
2859,10,0.215782319,-0.665984144
2860,10,0.215782319,-0.665984144
2861,10,0.215782319,-0.665984144
2862,10,0.215782319,-0.665984144
2863,10,0.215782319,-0.665984144
2864,10,0.215782319,-0.665984144
2865,10,0.215782319,-0.665984144
2866,10,0.215782319,-0.665984144
2867,10,0.215782319,-0.665984144
2868,10,0.215782319,-0.665984144
2869,10,0.215782319,-0.665984144
2870,10,0.215782319,-0.665984144
2871,10,0.215782319,-0.665984144
2872,10,0.215782319,-0.665984144
2873,10,0.215782319,-0.665984144
2874,10,0.215782319,-0.665984144
2875,11,0.237360551,-0.624591459
2876,11,0.237360551,-0.624591459
2877,11,0.237360551,-0.624591459
2878,11,0.237360551,-0.624591459
2879,11,0.237360551,-0.624591459
2880,11,0.237360551,-0.624591459
2881,11,0.237360551,-0.624591459
2882,11,0.237360551,-0.624591459
2883,11,0.237360551,-0.624591459
2884,11,0.237360551,-0.624591459
2885,11,0.237360551,-0.624591459
2886,11,0.237360551,-0.624591459
2887,11,0.237360551,-0.624591459
2888,11,0.237360551,-0.624591459
2889,10,0.215782319,-0.665984144
2890,10,0.215782319,-0.665984144
2891,10,0.215782319,-0.665984144
2892,10,0.215782319,-0.665984144
2893,10,0.215782319,-0.665984144
2894,10,0.215782319,-0.665984144
2895,9,0.194204087,-0.711741635
2896,9,0.194204087,-0.711741635
2897,9,0.194204087,-0.711741635
2898,9,0.194204087,-0.711741635
2899,9,0.194204087,-0.711741635
2900,9,0.194204087,-0.711741635
2901,9,0.194204087,-0.711741635
2902,9,0.194204087,-0.711741635
2903,9,0.194204087,-0.711741635
2904,9,0.194204087,-0.711741635
2905,9,0.194204087,-0.711741635
2906,9,0.194204087,-0.711741635
2907,9,0.194204087,-0.711741635
2908,9,0.194204087,-0.711741635
2909,9,0.194204087,-0.711741635
2910,9,0.194204087,-0.711741635
2911,9,0.194204087,-0.711741635
2912,9,0.194204087,-0.711741635
2913,9,0.194204087,-0.711741635
2914,9,0.194204087,-0.711741635
2915,9,0.194204087,-0.711741635
2916,9,0.194204087,-0.711741635
2917,9,0.194204087,-0.711741635
2918,9,0.194204087,-0.711741635
2919,9,0.194204087,-0.711741635
