pointer,PP766456,OP287812
2180,100,100
2181,100,100
2182,100,100
2183,100,100
2184,100,100
2185,100,100
2186,100,100
2187,100,100
2188,100,100
2189,100,100
2190,100,100
2191,100,100
2192,100,100
2193,100,100
2194,100,100
2195,100,100
2196,100,100
2197,100,100
2198,100,100
2199,100,100
2200,100,100
2201,100,100
2202,100,100
2203,100,100
2204,100,100
2205,100,100
2206,100,100
2207,100,100
2208,100,100
2209,100,100
2210,100,100
2211,100,100
2212,100,100
2213,100,100
2214,100,100
2215,100,100
2216,100,100
2217,100,100
2218,100,100
2219,100,100
2220,100,100
2221,100,100
2222,100,100
2223,100,100
2224,100,100
2225,100,100
2226,100,100
2227,100,100
2228,100,100
2229,100,100
2230,100,100
2231,100,100
2232,100,100
2233,100,100
2234,100,100
2235,100,100
2236,100,100
2237,100,100
2238,100,100
2239,100,100
2240,100,100
2241,100,100
2242,100,100
2243,100,100
2244,100,100
2245,100,100
2246,100,100
2247,100,100
2248,100,100
2249,100,100
2250,100,100
2251,99,100
2252,99,100
2253,99,100
2254,99,100
2255,99,100
2256,99,100
2257,99,100
2258,99,100
2259,99,100
2260,99,100
2261,99,100
2262,99,100
2263,99,100
2264,99,100
2265,99,100
2266,99,100
2267,99,100
2268,99,100
2269,99,100
2270,99,100
2271,99,100
2272,99,100
2273,99,100
2274,99,100
2275,99,100
2276,99,100
2277,99,100
2278,99,100
2279,99,100
2280,99,100
2281,99,100
2282,99,100
2283,99,100
2284,99,100
2285,99,100
2286,99,100
2287,99,100
2288,99,100
2289,99,100
2290,99,100
2291,99,100
2292,99,100
2293,99,100
2294,99,100
2295,99,100
2296,99,100
2297,99,100
2298,99,100
2299,99,100
2300,99,100
2301,99,100
2302,99,100
2303,99,100
2304,99,100
2305,99,100
2306,99,100
2307,99,100
2308,99,100
2309,99,100
2310,99,100
2311,99,100
2312,99,100
2313,99,100
2314,99,100
2315,99,100
2316,99,100
2317,99,100
2318,99,100
2319,99,100
2320,99,100
2321,99,100
2322,99,100
2323,99,100
2324,99,100
2325,99,100
2326,99,100
2327,99,100
2328,99,100
2329,99,100
2330,99,100
2331,99,100
2332,99,100
2333,99,100
2334,99,100
2335,99,100
2336,99,100
2337,99,100
2338,99,100
2339,99,100
2340,99,100
2341,99,100
2342,99,100
2343,99,100
2344,99,100
2345,99,100
2346,99,100
2347,99,100
2348,99,100
2349,99,100
2350,99,100
2351,100,100
2352,100,100
2353,100,100
2354,100,100
2355,100,100
2356,100,100
2357,100,100
2358,100,100
2359,100,100
2360,100,100
2361,100,100
2362,100,100
2363,100,100
2364,100,100
2365,100,100
2366,100,100
2367,100,100
2368,100,100
2369,100,100
2370,100,100
2371,100,100
2372,100,100
2373,100,100
2374,100,100
2375,100,100
2376,100,100
2377,100,100
2378,100,100
2379,100,100
2380,100,100
2381,100,100
2382,100,100
2383,100,100
2384,100,100
2385,100,100
2386,100,100
2387,100,100
2388,100,100
2389,100,100
2390,100,100
2391,100,100
2392,100,100
2393,100,100
2394,100,100
2395,100,100
2396,100,100
2397,100,100
2398,100,100
2399,100,100
2400,100,100
2401,100,100
2402,100,100
2403,100,100
2404,100,100
2405,100,100
2406,100,100
2407,100,100
2408,100,100
2409,100,100
2410,100,100
2411,100,100
2412,100,100
2413,100,100
2414,100,100
2415,100,100
2416,100,100
2417,100,100
2418,100,100
2419,100,100
2420,100,100
2421,100,100
2422,100,100
2423,100,100
2424,100,100
2425,100,100
2426,100,100
2427,100,100
2428,100,100
2429,100,100
2430,100,100
2431,100,100
2432,100,100
2433,100,100
2434,100,100
2435,100,100
2436,100,100
2437,100,100
2438,100,100
2439,100,100
2440,100,100
2441,100,100
2442,100,100
2443,100,100
2444,100,100
2445,100,100
2446,100,100
2447,100,100
2448,100,100
2449,100,100
2450,100,100
2451,100,100
2452,100,100
2453,100,100
2454,100,100
2455,100,100
2456,100,100
2457,100,100
2458,100,100
2459,100,100
2460,100,100
2461,100,100
2462,100,100
2463,100,100
2464,100,100
2465,100,100
2466,100,100
2467,100,100
2468,100,100
2469,100,100
2470,100,100
2471,100,100
2472,100,100
2473,100,100
2474,100,100
2475,100,100
2476,100,100
2477,100,100
2478,100,100
2479,100,100
2480,100,100
2481,100,100
2482,100,100
2483,100,100
2484,100,100
2485,100,100
2486,100,100
2487,100,100
2488,100,100
2489,100,100
2490,100,100
2491,100,100
2492,100,100
2493,100,100
2494,100,100
2495,100,100
2496,100,100
2497,100,100
2498,100,100
2499,100,100
2500,100,100
2501,100,100
2502,100,100
2503,100,100
2504,100,100
2505,100,100
2506,100,100
2507,100,100
2508,100,100
2509,100,100
2510,100,100
2511,100,100
2512,100,100
2513,100,100
2514,100,100
2515,100,100
2516,100,100
2517,100,100
2518,100,100
2519,100,100
2520,100,100
2521,100,100
2522,100,100
2523,100,100
2524,100,100
2525,100,100
2526,100,100
2527,100,100
2528,100,100
2529,100,100
2530,100,100
2531,100,100
2532,100,100
2533,100,100
2534,100,100
2535,100,100
2536,100,100
2537,100,100
2538,100,100
2539,100,100
2540,100,100
2541,100,100
2542,100,100
2543,100,100
2544,100,100
2545,100,100
2546,100,100
2547,100,100
2548,100,100
2549,100,100
2550,100,100
2551,100,100
2552,100,100
2553,100,100
2554,100,100
2555,100,100
2556,100,100
2557,100,100
2558,100,100
2559,100,100
2560,100,100
2561,100,100
2562,100,100
2563,100,100
2564,100,100
2565,100,100
2566,100,100
2567,100,100
2568,100,100
2569,100,100
2570,100,100
2571,100,100
2572,100,100
2573,100,100
2574,100,100
2575,100,100
2576,100,100
2577,100,100
2578,100,100
2579,100,100
2580,100,100
2581,100,100
2582,100,100
2583,100,100
2584,100,100
2585,100,100
2586,100,100
2587,100,100
2588,100,100
2589,100,100
2590,100,100
2591,100,100
2592,100,100
2593,100,100
2594,100,100
2595,100,100
2596,100,100
2597,100,100
2598,100,100
2599,100,100
2600,100,100
2601,100,100
2602,100,100
2603,100,100
2604,100,100
2605,100,100
2606,100,100
2607,100,100
2608,100,100
2609,100,100
2610,100,100
2611,100,100
2612,100,100
2613,100,100
2614,100,100
2615,100,100
2616,100,100
2617,100,100
2618,100,100
2619,100,100
2620,100,100
2621,100,100
2622,100,100
2623,100,100
2624,100,100
2625,100,100
2626,100,100
2627,100,100
2628,100,100
2629,100,100
2630,100,100
2631,100,100
2632,100,100
2633,100,100
2634,100,100
2635,100,100
2636,100,100
2637,100,100
2638,100,100
2639,100,100
2640,100,100
2641,100,100
2642,100,100
2643,100,100
2644,100,100
2645,100,100
2646,100,100
2647,100,100
2648,100,100
2649,100,100
2650,100,100
2651,100,100
2652,100,100
2653,100,100
2654,100,100
2655,100,100
2656,100,100
2657,100,100
2658,100,100
2659,100,100
2660,100,100
2661,100,100
2662,100,100
2663,100,100
2664,100,100
2665,100,100
2666,100,100
2667,100,100
2668,100,100
2669,100,100
2670,100,100
2671,100,100
2672,100,100
2673,100,100
2674,100,100
2675,100,100
2676,100,100
2677,100,100
2678,100,100
2679,100,100
2680,100,100
2681,100,100
2682,100,100
2683,100,100
2684,100,100
2685,100,100
2686,100,100
2687,100,100
2688,100,100
2689,100,100
2690,100,100
2691,100,100
2692,100,100
2693,100,100
2694,100,100
2695,100,100
2696,100,100
2697,100,100
2698,100,100
2699,100,100
2700,100,100
2701,100,100
2702,100,100
2703,100,100
2704,100,100
2705,100,100
2706,100,99
2707,100,98
2708,100,97
2709,100,96
2710,100,95
2711,100,94
2712,100,93
2713,100,92
2714,100,92
2715,100,91
2716,100,90
2717,98.93617021,89
2718,97.87234043,88
2719,96.80851064,87
2720,95.74468085,86
2721,94.68085106,85
2722,93.61702128,84
2723,92.55319149,83
2724,91.4893617,82
2725,90.42553191,81
2726,89.36170213,80
2727,88.29787234,79
2728,87.23404255,78
2729,86.17021277,77
2730,85.10638298,76
2731,84.04255319,75
2732,82.9787234,74
2733,81.91489362,73
2734,80.85106383,72
2735,79.78723404,71
2736,NA,70
2737,NA,69
2738,NA,69
2739,NA,68
2740,NA,67
2741,NA,66
2742,NA,65
2743,NA,64
2744,NA,63
2745,NA,62
2746,NA,61
2747,NA,60
