pointer,KU955338,MT499387
1405,75.0,75.0
1406,74.0,74.0
1407,74.0,74.0
1408,74.0,74.0
1409,74.0,73.0
1410,75.0,73.0
1411,75.0,73.0
1412,74.0,72.0
1413,74.0,73.0
1414,75.0,74.0
1415,74.0,74.0
1416,74.0,75.0
1417,74.0,75.0
1418,73.0,75.0
1419,74.0,74.0
1420,74.0,74.0
1421,74.0,73.0
1422,74.0,73.0
1423,74.0,73.0
1424,73.0,73.0
1425,74.0,74.0
1426,74.0,74.0
1427,74.0,74.0
1428,74.0,73.0
1429,74.0,73.0
1430,73.0,72.0
1431,74.0,73.0
1432,74.0,73.0
1433,73.0,72.0
1434,74.0,73.0
1435,74.0,73.0
1436,73.0,72.0
1437,74.0,73.0
1438,74.0,73.0
1439,73.0,72.0
1440,73.0,72.0
1441,73.0,72.0
1442,73.0,72.0
1443,74.0,73.0
1444,74.0,73.0
1445,73.0,72.0
1446,73.0,73.0
1447,73.0,73.0
1448,72.0,72.0
1449,73.0,73.0
1450,73.0,73.0
1451,73.0,73.0
1452,73.0,74.0
1453,73.0,74.0
1454,72.0,73.0
1455,72.0,74.0
1456,72.0,74.0
1457,72.0,74.0
1458,73.0,75.0
1459,73.0,75.0
1460,72.0,75.0
1461,72.0,76.0
1462,72.0,76.0
1463,71.0,75.0
1464,72.0,76.0
1465,72.0,76.0
1466,72.0,75.0
1467,72.0,74.0
1468,72.0,74.0
1469,71.0,74.0
1470,72.0,74.0
1471,72.0,74.0
1472,72.0,73.0
1473,72.0,73.0
1474,72.0,73.0
1475,72.0,72.0
1476,73.0,73.0
1477,72.0,73.0
1478,72.0,73.0
1479,73.0,74.0
1480,73.0,74.0
1481,72.0,73.0
1482,71.0,73.0
1483,71.0,73.0
1484,71.0,72.0
1485,72.0,73.0
1486,72.0,73.0
1487,72.0,73.0
1488,72.0,73.0
1489,73.0,73.0
1490,73.0,72.0
1491,74.0,72.0
1492,74.0,73.0
1493,74.0,74.0
1494,75.0,75.0
1495,75.0,75.0
1496,75.0,75.0
1497,76.0,76.0
1498,76.0,76.0
1499,77.0,76.0
1500,78.0,77.0
1501,78.0,77.0
1502,77.0,76.0
1503,78.0,76.0
1504,78.0,76.0
1505,77.0,75.0
1506,78.0,76.0
1507,78.0,76.0
1508,77.0,76.0
1509,77.0,77.0
1510,77.0,77.0
1511,76.0,76.0
1512,77.0,77.0
1513,78.0,77.0
1514,77.0,77.0
1515,78.0,77.0
1516,78.0,77.0
1517,77.0,76.0
1518,78.0,76.0
1519,78.0,77.0
1520,78.0,76.0
1521,78.0,77.0
1522,78.0,78.0
1523,78.0,78.0
1524,79.0,78.0
1525,79.0,78.0
1526,78.0,78.0
1527,78.0,78.0
1528,78.0,79.0
1529,77.0,78.0
1530,78.0,79.0
1531,78.0,79.0
1532,78.0,78.0
1533,79.0,79.0
1534,79.0,79.0
1535,79.0,78.0
1536,79.0,78.0
1537,79.0,78.0
1538,79.0,77.0
1539,80.0,78.0
1540,80.0,78.0
1541,79.0,78.0
1542,79.0,78.0
1543,79.0,78.0
1544,78.0,78.0
1545,79.0,79.0
1546,79.0,79.0
1547,79.0,78.0
1548,80.0,79.0
1549,80.0,79.0
1550,79.0,78.0
1551,79.0,78.0
1552,79.0,78.0
1553,78.0,77.0
1554,78.0,77.0
1555,78.0,77.0
1556,78.0,77.0
1557,78.0,77.0
1558,77.0,76.0
1559,76.0,76.0
1560,77.0,76.0
1561,77.0,76.0
1562,76.0,75.0
1563,77.0,76.0
1564,77.0,76.0
1565,77.0,76.0
1566,77.0,76.0
1567,78.0,77.0
1568,78.0,76.0
1569,79.0,76.0
1570,79.0,76.0
1571,78.0,75.0
1572,78.0,76.0
1573,78.0,76.0
1574,78.0,76.0
1575,78.0,77.0
1576,78.0,77.0
1577,78.0,76.0
1578,78.0,76.0
1579,78.0,76.0
1580,78.0,76.0
1581,79.0,77.0
1582,80.0,78.0
1583,79.0,77.0
1584,79.0,78.0
1585,79.0,78.0
1586,78.0,77.0
1587,78.0,77.0
1588,78.0,77.0
1589,78.0,77.0
1590,78.0,78.0
1591,78.0,78.0
1592,77.0,78.0
1593,78.0,78.0
1594,78.0,78.0
1595,77.0,78.0
1596,77.0,78.0
1597,77.0,78.0
1598,76.0,77.0
1599,75.0,77.0
1600,74.0,77.0
1601,74.0,76.0
1602,75.0,77.0
1603,75.0,77.0
1604,75.0,76.0
1605,76.0,77.0
1606,76.0,77.0
1607,75.0,76.0
1608,76.0,76.0
1609,76.0,76.0
1610,76.0,75.0
1611,77.0,76.0
1612,77.0,76.0
1613,76.0,76.0
1614,76.0,76.0
1615,76.0,75.0
1616,76.0,74.0
1617,77.0,75.0
1618,77.0,75.0
1619,77.0,75.0
1620,76.0,76.0
1621,75.0,75.0
1622,74.0,74.0
1623,74.0,74.0
1624,74.0,74.0
1625,74.0,74.0
1626,75.0,74.0
1627,75.0,74.0
1628,75.0,73.0
1629,76.0,74.0
1630,76.0,74.0
1631,75.0,74.0
1632,75.0,75.0
1633,75.0,75.0
1634,75.0,74.0
1635,75.0,75.0
1636,75.0,76.0
1637,74.0,75.0
1638,73.0,76.0
1639,73.0,76.0
1640,73.0,76.0
1641,74.0,76.0
1642,74.0,76.0
1643,73.0,75.0
1644,74.0,75.0
1645,74.0,75.0
1646,74.0,75.0
1647,74.0,76.0
1648,74.0,76.0
1649,73.0,76.0
1650,74.0,76.0
1651,74.0,76.0
1652,74.0,76.0
1653,75.0,77.0
1654,76.0,78.0
1655,75.0,78.0
1656,75.0,78.0
1657,75.0,78.0
1658,76.0,78.0
1659,77.0,78.0
1660,77.0,78.0
1661,76.0,77.0
1662,77.0,78.0
1663,77.0,78.0
1664,77.0,78.0
1665,77.0,78.0
1666,77.0,79.0
1667,77.0,79.0
1668,77.0,80.0
1669,77.0,80.0
1670,76.0,79.0
1671,77.0,80.0
1672,77.0,80.0
1673,77.0,79.0
1674,77.0,79.0
1675,77.0,79.0
1676,77.0,79.0
1677,78.0,80.0
1678,78.0,80.0
1679,78.0,79.0
1680,78.0,79.0
1681,78.0,79.0
1682,77.0,78.0
1683,78.0,79.0
1684,78.0,79.0
1685,78.0,79.0
1686,78.0,80.0
1687,78.0,80.0
1688,77.0,79.0
1689,77.0,79.0
1690,77.0,79.0
1691,76.0,78.0
1692,77.0,78.0
1693,77.0,78.0
1694,77.0,78.0
1695,78.0,78.0
1696,78.0,78.0
1697,77.0,77.0
1698,78.0,78.0
1699,79.0,78.0
1700,80.0,77.0
1701,80.0,78.0
1702,80.0,78.0
1703,79.0,77.0
1704,78.0,78.0
1705,78.0,78.0
1706,77.0,77.0
1707,78.0,78.0
1708,78.0,78.0
1709,78.0,77.0
1710,77.0,78.0
1711,77.0,78.0
1712,77.0,78.0
1713,78.0,78.0
1714,79.0,78.0
1715,79.0,78.0
1716,79.0,79.0
1717,79.0,79.0
1718,78.0,79.0
1719,77.0,78.0
1720,77.0,77.0
1721,78.0,77.0
1722,78.0,78.0
1723,77.0,77.0
1724,76.0,77.0
1725,76.0,77.0
1726,76.0,77.0
1727,76.0,76.0
1728,76.0,77.0
1729,76.0,77.0
1730,76.0,76.0
1731,77.0,76.0
1732,77.0,76.0
1733,76.0,75.0
1734,76.0,76.0
1735,76.0,76.0
1736,76.0,75.0
1737,77.0,76.0
1738,78.0,76.0
1739,77.0,75.0
1740,77.0,75.0
1741,77.0,75.0
1742,77.0,75.0
1743,78.0,76.0
1744,78.0,76.0
1745,77.0,76.0
1746,77.0,76.0
1747,77.0,76.0
1748,76.0,75.0
1749,76.0,74.0
1750,76.0,75.0
1751,76.0,75.0
1752,76.0,75.0
1753,76.0,75.0
1754,76.0,74.0
1755,77.0,74.0
1756,76.0,74.0
1757,76.0,74.0
1758,76.0,75.0
1759,76.0,75.0
1760,76.0,74.0
1761,77.0,75.0
1762,77.0,75.0
1763,76.0,74.0
1764,75.0,73.0
1765,74.0,72.0
1766,73.0,72.0
1767,73.0,72.0
1768,73.0,72.0
1769,72.0,72.0
1770,72.0,73.0
1771,72.0,73.0
1772,72.0,72.0
1773,71.0,73.0
1774,70.0,73.0
1775,69.0,72.0
1776,69.0,72.0
1777,69.0,72.0
1778,68.0,72.0
1779,68.0,73.0
1780,68.0,73.0
1781,67.0,73.0
1782,68.0,74.0
1783,68.0,74.0
1784,68.0,74.0
1785,68.0,74.0
1786,69.0,74.0
1787,68.0,74.0
1788,69.0,74.0
1789,69.0,73.0
1790,68.0,72.0
1791,69.0,73.0
1792,69.0,73.0
1793,69.0,73.0
1794,69.0,73.0
1795,69.0,73.0
1796,68.0,73.0
1797,69.0,74.0
1798,69.0,74.0
1799,69.0,73.0
1800,69.0,74.0
1801,69.0,74.0
1802,69.0,74.0
1803,70.0,75.0
1804,71.0,75.0
1805,71.0,75.0
1806,72.0,76.0
1807,72.0,76.0
1808,71.0,76.0
1809,71.0,77.0
1810,72.0,77.0
1811,71.0,76.0
1812,71.0,76.0
1813,71.0,76.0
1814,70.0,75.0
1815,70.0,76.0
1816,70.0,76.0
1817,69.0,75.0
1818,70.0,75.0
1819,71.0,76.0
1820,72.0,77.0
1821,71.0,78.0
1822,72.0,78.0
1823,72.0,79.0
1824,73.0,79.0
1825,73.0,79.0
1826,73.0,79.0
1827,73.0,80.0
1828,73.0,80.0
1829,73.0,79.0
1830,73.0,80.0
1831,73.0,80.0
1832,73.0,79.0
1833,74.0,80.0
1834,74.0,80.0
1835,74.0,79.0
1836,75.0,80.0
1837,75.0,80.0
1838,74.0,79.0
1839,75.0,80.0
1840,75.0,80.0
1841,74.0,79.0
1842,74.0,79.0
1843,74.0,79.0
1844,73.0,78.0
1845,74.0,78.0
1846,74.0,78.0
1847,74.0,77.0
1848,75.0,78.0
1849,76.0,79.0
1850,76.0,79.0
1851,76.0,79.0
1852,76.0,79.0
1853,76.0,79.0
1854,76.0,80.0
1855,76.0,80.0
1856,76.0,79.0
1857,76.0,79.0
1858,76.0,79.0
1859,76.0,79.0
1860,76.0,80.0
1861,76.0,80.0
1862,75.0,79.0
1863,76.0,80.0
1864,77.0,81.0
1865,78.0,82.0
1866,79.0,82.0
1867,79.0,82.0
1868,79.0,82.0
1869,80.0,82.0
1870,81.0,82.0
1871,80.0,81.0
1872,80.0,82.0
1873,81.0,82.0
1874,81.0,81.0
1875,82.0,82.0
1876,82.0,82.0
1877,81.0,81.0
1878,82.0,81.0
1879,82.0,81.0
1880,81.0,81.0
1881,82.0,81.0
1882,82.0,81.0
1883,81.0,80.0
1884,81.0,80.0
1885,81.0,80.0
1886,81.0,80.0
1887,82.0,80.0
1888,82.0,81.0
1889,82.0,82.0
1890,82.0,82.0
1891,82.0,82.0
1892,81.0,82.0
1893,81.0,82.0
1894,81.0,82.0
1895,80.0,82.0
1896,80.0,81.0
1897,80.0,81.0
1898,80.0,80.0
1899,80.0,81.0
1900,80.0,81.0
1901,80.0,80.0
1902,80.0,80.0
1903,80.0,80.0
1904,80.0,79.0
1905,80.0,79.0
1906,80.0,79.0
1907,80.0,79.0
1908,81.0,79.0
1909,81.0,79.0
1910,81.0,79.0
1911,82.0,80.0
1912,82.0,80.0
1913,81.0,79.0
1914,82.0,80.0
1915,82.0,80.0
1916,81.0,79.0
1917,82.0,80.0
1918,82.0,80.0
1919,81.0,79.0
1920,80.0,78.0
1921,81.0,78.0
1922,80.0,77.0
1923,81.0,77.0
1924,81.0,77.0
1925,81.0,77.0
1926,81.0,77.0
1927,81.0,77.0
1928,81.0,76.0
1929,81.0,77.0
1930,81.0,77.0
1931,80.0,77.0
1932,80.0,78.0
1933,80.0,78.0
1934,80.0,78.0
1935,80.0,79.0
1936,80.0,79.0
1937,80.0,79.0
1938,81.0,80.0
1939,81.0,80.0
1940,81.0,79.0
1941,81.0,79.0
1942,80.0,78.0
1943,80.0,77.0
1944,81.0,78.0
1945,81.0,78.0
1946,81.0,77.0
1947,81.0,78.0
1948,81.0,78.0
1949,81.0,78.0
1950,81.0,78.0
1951,81.0,78.0
1952,81.0,78.0
1953,80.0,78.0
1954,80.0,78.0
1955,80.0,78.0
1956,81.0,79.0
1957,81.0,79.0
1958,80.0,78.0
1959,80.0,77.0
1960,80.0,77.0
1961,79.0,76.0
1962,80.0,77.0
1963,80.0,77.0
1964,79.0,76.0
1965,79.0,76.0
1966,79.0,76.0
1967,79.0,75.0
1968,79.0,75.0
1969,79.0,75.0
1970,78.0,74.0
1971,79.0,75.0
1972,79.0,75.0
1973,78.0,75.0
1974,79.0,76.0
1975,79.0,76.0
1976,79.0,75.0
1977,80.0,76.0
1978,80.0,76.0
1979,80.0,76.0
1980,81.0,76.0
1981,81.0,76.0
1982,81.0,75.0
1983,82.0,75.0
1984,82.0,75.0
1985,82.0,74.0
1986,82.0,74.0
1987,82.0,74.0
1988,82.0,73.0
1989,82.0,73.0
1990,83.0,74.0
1991,82.0,73.0
1992,83.0,73.0
1993,83.0,73.0
1994,82.0,72.0
1995,83.0,72.0
1996,84.0,73.0
1997,83.0,72.0
1998,83.0,73.0
1999,83.0,73.0
2000,83.0,72.0
2001,82.0,72.0
2002,82.0,72.0
2003,82.0,72.0
2004,82.0,73.0
2005,82.0,73.0
2006,81.0,73.0
2007,81.0,73.0
2008,81.0,73.0
2009,80.0,73.0
2010,80.0,73.0
2011,80.0,73.0
2012,80.0,73.0
2013,81.0,74.0
2014,81.0,74.0
2015,81.0,74.0
2016,81.0,75.0
2017,81.0,75.0
2018,80.0,75.0
2019,80.0,75.0
2020,80.0,75.0
2021,80.0,74.0
2022,81.0,75.0
2023,81.0,75.0
2024,81.0,74.0
2025,81.0,74.0
2026,81.0,74.0
2027,81.0,73.0
2028,81.0,73.0
2029,81.0,73.0
2030,81.0,72.0
2031,81.0,71.0
2032,80.0,71.0
2033,79.0,70.0
2034,78.0,70.0
2035,78.0,70.0
2036,77.0,69.0
2037,77.0,69.0
2038,77.0,69.0
2039,77.0,69.0
2040,77.0,70.0
2041,78.0,71.0
2042,79.0,72.0
2043,79.0,73.0
2044,79.0,73.0
2045,78.0,73.0
2046,78.0,74.0
2047,78.0,74.0
2048,78.0,74.0
2049,78.0,74.0
2050,78.0,74.0
2051,77.0,73.0
2052,77.0,73.0
2053,78.0,73.0
2054,77.0,72.0
2055,77.0,72.0
2056,77.0,72.0
2057,77.0,71.0
2058,78.0,72.0
2059,78.0,73.0
2060,78.0,73.0
2061,79.0,74.0
2062,79.0,74.0
2063,78.0,73.0
2064,78.0,74.0
2065,78.0,74.0
2066,77.0,74.0
2067,77.0,75.0
2068,77.0,75.0
2069,77.0,74.0
2070,78.0,75.0
2071,78.0,75.0
2072,78.0,75.0
2073,79.0,75.0
2074,79.0,75.0
2075,79.0,75.0
2076,79.0,76.0
2077,79.0,76.0
2078,79.0,75.0
2079,79.0,75.0
2080,79.0,75.0
2081,78.0,75.0
2082,78.0,76.0
2083,78.0,77.0
2084,78.0,76.0
2085,78.0,77.0
2086,78.0,77.0
2087,78.0,77.0
2088,78.0,78.0
2089,78.0,78.0
2090,78.0,77.0
2091,79.0,78.0
2092,79.0,78.0
2093,78.0,78.0
2094,79.0,79.0
2095,79.0,79.0
2096,78.0,78.0
2097,79.0,79.0
2098,79.0,79.0
2099,78.0,79.0
2100,78.0,80.0
2101,79.0,81.0
2102,78.0,80.0
2103,78.0,80.0
2104,78.0,80.0
2105,78.0,79.0
2106,79.0,79.0
2107,79.0,79.0
2108,79.0,78.0
2109,80.0,78.0
2110,80.0,78.0
2111,79.0,78.0
2112,79.0,78.0
2113,79.0,78.0
2114,78.0,77.0
2115,78.0,77.0
2116,79.0,77.0
2117,78.0,77.0
2118,79.0,77.0
2119,80.0,78.0
2120,80.0,78.0
2121,80.0,79.0
2122,80.0,79.0
2123,80.0,79.0
2124,80.0,79.0
2125,80.0,79.0
2126,79.0,79.0
2127,79.0,80.0
2128,79.0,81.0
2129,79.0,81.0
2130,79.0,81.0
2131,80.0,82.0
2132,80.0,81.0
2133,81.0,82.0
2134,82.0,82.0
2135,82.0,82.0
2136,82.0,82.0
2137,82.0,82.0
2138,82.0,82.0
2139,82.0,82.0
2140,82.0,82.0
2141,81.0,81.0
2142,81.0,81.0
2143,81.0,81.0
2144,81.0,81.0
2145,82.0,81.0
2146,81.0,81.0
2147,80.0,80.0
2148,80.0,80.0
2149,80.0,80.0
2150,80.0,80.0
2151,81.0,81.0
2152,81.0,81.0
2153,80.0,80.0
2154,81.0,81.0
2155,81.0,81.0
2156,81.0,81.0
2157,81.0,81.0
2158,81.0,81.0
2159,80.0,81.0
2160,79.0,80.0
2161,79.0,80.0
2162,79.0,79.0
2163,80.0,80.0
2164,81.0,80.0
2165,80.0,80.0
2166,81.0,80.0
2167,80.0,80.0
2168,80.0,80.0
2169,80.0,81.0
2170,79.0,81.0
2171,78.0,80.0
2172,78.0,80.0
2173,78.0,80.0
2174,77.0,79.0
2175,77.0,79.0
2176,77.0,79.0
2177,76.0,78.0
2178,76.0,78.0
2179,76.0,78.0
2180,75.0,77.0
2181,76.0,77.0
2182,76.0,77.0
2183,75.0,77.0
2184,75.0,78.0
2185,75.0,78.0
2186,74.0,77.0
2187,74.0,77.0
2188,74.0,77.0
2189,73.0,77.0
2190,73.0,78.0
2191,73.0,78.0
2192,72.0,77.0
2193,73.0,77.0
2194,73.0,77.0
2195,72.0,76.0
2196,73.0,77.0
2197,73.0,77.0
2198,72.0,77.0
2199,73.0,77.0
2200,73.0,77.0
2201,73.0,76.0
2202,74.0,77.0
2203,74.0,77.0
2204,73.0,76.0
2205,73.0,77.0
2206,73.0,77.0
2207,72.0,77.0
2208,72.0,78.0
2209,72.0,78.0
2210,72.0,78.0
2211,73.0,78.0
2212,73.0,78.0
2213,72.0,78.0
2214,73.0,79.0
2215,73.0,79.0
2216,73.0,78.0
2217,74.0,78.0
2218,74.0,78.0
2219,74.0,77.0
2220,75.0,78.0
2221,75.0,78.0
2222,75.0,77.0
2223,74.0,76.0
2224,74.0,77.0
2225,73.0,76.0
2226,74.0,76.0
2227,74.0,76.0
2228,73.0,76.0
2229,73.0,76.0
2230,73.0,77.0
2231,73.0,77.0
2232,74.0,78.0
2233,74.0,78.0
2234,73.0,77.0
2235,73.0,77.0
2236,74.0,78.0
2237,74.0,77.0
2238,74.0,77.0
2239,74.0,77.0
2240,73.0,76.0
2241,74.0,77.0
2242,74.0,77.0
2243,74.0,76.0
2244,74.0,76.0
2245,74.0,76.0
2246,74.0,75.0
2247,75.0,76.0
2248,75.0,76.0
2249,74.0,76.0
2250,74.0,76.0
2251,74.0,76.0
2252,74.0,76.0
2253,74.0,77.0
2254,74.0,77.0
2255,74.0,76.0
2256,74.0,76.0
2257,74.0,77.0
2258,74.0,77.0
2259,75.0,77.0
2260,76.0,78.0
2261,76.0,77.0
2262,76.0,78.0
2263,76.0,78.0
2264,75.0,77.0
2265,76.0,77.0
2266,76.0,77.0
2267,76.0,76.0
2268,76.0,76.0
2269,76.0,76.0
2270,77.0,75.0
2271,78.0,76.0
2272,78.0,76.0
2273,77.0,75.0
2274,78.0,76.0
2275,78.0,76.0
2276,78.0,75.0
2277,79.0,76.0
2278,79.0,77.0
2279,79.0,77.0
2280,79.0,78.0
2281,79.0,78.0
2282,79.0,77.0
2283,80.0,77.0
2284,80.0,77.0
2285,80.0,76.0
2286,81.0,77.0
2287,81.0,77.0
2288,80.0,76.0
2289,81.0,76.0
2290,81.0,76.0
2291,80.0,76.0
2292,81.0,77.0
2293,81.0,77.0
2294,81.0,76.0
2295,82.0,76.0
2296,82.0,76.0
2297,81.0,76.0
2298,82.0,76.0
2299,82.0,76.0
2300,81.0,76.0
2301,80.0,77.0
2302,80.0,76.0
2303,79.0,76.0
2304,80.0,77.0
2305,80.0,77.0
2306,80.0,76.0
2307,81.0,76.0
2308,81.0,76.0
2309,81.0,76.0
2310,81.0,76.0
2311,81.0,76.0
2312,81.0,76.0
2313,82.0,76.0
2314,82.0,76.0
2315,82.0,76.0
2316,81.0,77.0
2317,81.0,77.0
2318,80.0,76.0
2319,79.0,77.0
2320,79.0,77.0
2321,78.0,77.0
2322,78.0,77.0
2323,79.0,78.0
2324,79.0,77.0
2325,80.0,78.0
2326,80.0,77.0
2327,80.0,76.0
2328,81.0,76.0
2329,81.0,76.0
2330,80.0,76.0
2331,80.0,76.0
2332,80.0,76.0
2333,79.0,76.0
2334,79.0,77.0
2335,79.0,77.0
2336,78.0,76.0
2337,78.0,77.0
2338,78.0,77.0
2339,77.0,76.0
2340,78.0,77.0
2341,78.0,77.0
2342,78.0,76.0
2343,77.0,77.0
2344,77.0,77.0
2345,76.0,77.0
2346,77.0,78.0
2347,77.0,78.0
2348,76.0,78.0
2349,77.0,78.0
2350,77.0,78.0
2351,76.0,78.0
2352,76.0,78.0
2353,77.0,78.0
2354,77.0,78.0
2355,77.0,79.0
2356,77.0,79.0
2357,77.0,79.0
2358,77.0,79.0
2359,77.0,79.0
2360,76.0,79.0
2361,76.0,80.0
2362,76.0,80.0
2363,76.0,80.0
2364,77.0,81.0
2365,77.0,81.0
2366,77.0,81.0
2367,78.0,82.0
2368,78.0,82.0
2369,77.0,81.0
2370,77.0,82.0
2371,77.0,82.0
2372,77.0,81.0
2373,78.0,82.0
2374,78.0,82.0
2375,78.0,81.0
2376,78.0,82.0
2377,78.0,82.0
2378,77.0,81.0
2379,77.0,81.0
2380,78.0,81.0
2381,77.0,80.0
2382,77.0,81.0
2383,77.0,81.0
2384,77.0,81.0
2385,77.0,81.0
2386,77.0,81.0
2387,77.0,80.0
2388,78.0,81.0
2389,78.0,81.0
2390,77.0,80.0
2391,78.0,80.0
2392,78.0,80.0
2393,77.0,79.0
2394,77.0,80.0
2395,77.0,81.0
2396,77.0,81.0
2397,78.0,81.0
2398,78.0,81.0
2399,78.0,81.0
2400,79.0,81.0
2401,80.0,81.0
2402,80.0,82.0
2403,81.0,82.0
2404,81.0,82.0
2405,81.0,82.0
2406,81.0,83.0
2407,81.0,83.0
2408,81.0,83.0
2409,81.0,83.0
2410,81.0,83.0
2411,81.0,83.0
2412,81.0,83.0
2413,81.0,83.0
2414,80.0,83.0
2415,80.0,83.0
2416,81.0,83.0
2417,80.0,83.0
2418,81.0,84.0
2419,82.0,84.0
2420,82.0,84.0
2421,83.0,84.0
2422,83.0,85.0
2423,83.0,85.0
2424,83.0,86.0
2425,83.0,86.0
2426,83.0,86.0
2427,83.0,87.0
2428,83.0,87.0
2429,83.0,87.0
2430,84.0,87.0
2431,84.0,87.0
2432,84.0,87.0
2433,85.0,87.0
2434,86.0,87.0
2435,85.0,86.0
2436,86.0,87.0
2437,86.0,87.0
2438,86.0,87.0
2439,87.0,88.0
2440,87.0,88.0
2441,87.0,87.0
2442,87.0,88.0
2443,88.0,88.0
2444,87.0,88.0
2445,87.0,87.0
2446,87.0,87.0
2447,86.0,86.0
2448,86.0,85.0
2449,86.0,85.0
2450,86.0,85.0
2451,87.0,85.0
2452,87.0,85.0
2453,87.0,85.0
2454,87.0,85.0
2455,87.0,85.0
2456,86.0,85.0
2457,86.0,85.0
2458,86.0,85.0
2459,86.0,85.0
2460,87.0,85.0
2461,87.0,85.0
2462,87.0,85.0
2463,86.0,85.0
2464,86.0,85.0
2465,85.0,84.0
2466,85.0,84.0
2467,85.0,84.0
2468,85.0,84.0
2469,86.0,84.0
2470,86.0,84.0
2471,86.0,84.0
2472,86.0,85.0
2473,86.0,85.0
2474,85.0,84.0
2475,85.0,85.0
2476,85.0,85.0
2477,84.0,85.0
2478,85.0,86.0
2479,85.0,86.0
2480,85.0,86.0
2481,86.0,87.0
2482,86.0,87.0
2483,86.0,86.0
2484,86.0,86.0
2485,86.0,87.0
2486,85.0,87.0
2487,84.0,88.0
2488,83.0,88.0
2489,82.0,87.0
2490,83.0,88.0
2491,83.0,88.0
2492,82.0,87.0
2493,83.0,88.0
2494,83.0,88.0
2495,82.0,88.0
2496,82.0,88.0
2497,82.0,88.0
2498,82.0,88.0
2499,82.0,88.0
2500,82.0,88.0
2501,82.0,88.0
2502,82.0,88.0
2503,82.0,88.0
2504,82.0,88.0
2505,82.0,88.0
2506,82.0,88.0
2507,82.0,88.0
2508,82.0,88.0
2509,82.0,88.0
2510,82.0,88.0
2511,82.0,88.0
2512,82.0,88.0
2513,82.0,88.0
2514,83.0,88.0
2515,83.0,88.0
2516,83.0,88.0
2517,84.0,88.0
2518,84.0,88.0
2519,84.0,88.0
2520,84.0,88.0
2521,84.0,88.0
2522,84.0,88.0
2523,84.0,88.0
2524,84.0,88.0
2525,83.0,88.0
2526,83.0,89.0
2527,83.0,89.0
2528,83.0,89.0
2529,83.0,89.0
2530,83.0,89.0
2531,83.0,89.0
2532,83.0,89.0
2533,83.0,89.0
2534,82.0,88.0
2535,83.0,89.0
2536,83.0,89.0
2537,83.0,89.0
2538,83.0,89.0
2539,83.0,89.0
2540,82.0,88.0
2541,82.0,89.0
2542,82.0,89.0
2543,82.0,89.0
2544,83.0,89.0
2545,84.0,90.0
2546,84.0,90.0
2547,85.0,91.0
2548,86.0,92.0
2549,86.0,92.0
2550,86.0,92.0
2551,86.0,92.0
2552,85.0,91.0
2553,85.0,91.0
2554,85.0,91.0
2555,84.0,90.0
2556,85.0,90.0
2557,85.0,90.0
2558,85.0,90.0
2559,85.0,90.0
2560,85.0,90.0
2561,84.0,90.0
2562,84.0,90.0
2563,85.0,90.0
2564,85.0,90.0
2565,86.0,91.0
2566,86.0,91.0
2567,85.0,91.0
2568,85.0,91.0
2569,85.0,92.0
2570,85.0,92.0
2571,85.0,92.0
2572,85.0,92.0
2573,85.0,92.0
2574,86.0,93.0
2575,86.0,93.0
2576,86.0,93.0
2577,87.0,93.0
2578,87.0,93.0
2579,87.0,93.0
2580,87.0,93.0
2581,87.0,93.0
2582,87.0,92.0
2583,87.0,93.0
2584,87.0,93.0
2585,86.0,92.0
2586,87.0,92.0
2587,88.0,92.0
2588,89.0,91.0
2589,90.0,92.0
2590,90.0,92.0
2591,90.0,92.0
2592,91.0,93.0
2593,91.0,93.0
2594,90.0,93.0
2595,91.0,93.0
2596,91.0,93.0
2597,90.0,92.0
2598,90.0,92.0
2599,90.0,92.0
2600,90.0,92.0
2601,90.0,92.0
2602,90.0,92.0
2603,90.0,92.0
2604,90.0,92.0
2605,90.0,92.0
2606,90.0,92.0
2607,90.0,92.0
2608,90.0,92.0
2609,90.0,92.0
2610,90.0,92.0
2611,90.0,92.0
2612,90.0,92.0
2613,90.0,92.0
2614,90.0,92.0
2615,90.0,92.0
2616,89.0,92.0
2617,89.0,92.0
2618,89.0,92.0
2619,89.0,92.0
2620,89.0,92.0
2621,89.0,92.0
2622,89.0,92.0
2623,89.0,92.0
2624,89.0,91.0
2625,90.0,91.0
2626,90.0,91.0
2627,89.0,90.0
2628,89.0,90.0
2629,89.0,90.0
2630,88.0,89.0
2631,88.0,89.0
2632,88.0,89.0
2633,88.0,89.0
2634,89.0,90.0
2635,89.0,90.0
2636,88.0,90.0
2637,88.0,90.0
2638,88.0,90.0
2639,88.0,90.0
2640,89.0,91.0
2641,89.0,91.0
2642,88.0,90.0
2643,88.0,90.0
2644,88.0,90.0
2645,88.0,90.0
2646,88.0,90.0
2647,88.0,90.0
2648,88.0,90.0
2649,88.0,90.0
2650,88.0,90.0
2651,87.0,90.0
2652,88.0,91.0
2653,88.0,91.0
2654,88.0,91.0
2655,89.0,92.0
2656,89.0,92.0
2657,89.0,92.0
2658,89.0,92.0
2659,89.0,92.0
2660,89.0,92.0
2661,90.0,92.0
2662,90.0,92.0
2663,89.0,91.0
2664,89.0,91.0
2665,89.0,91.0
2666,88.0,90.0
2667,89.0,90.0
2668,89.0,90.0
2669,89.0,89.0
2670,89.0,89.0
2671,89.0,89.0
2672,88.0,88.0
2673,88.0,88.0
2674,88.0,88.0
2675,88.0,88.0
