pointer,OQ818340,OQ818345,OQ818347,OQ818348,KX759618.1,KX759619.1,KX759621.1,KX759622.1,KX759623.1,NC_033776.1
1293,86.73469388,2.040816327,70.40816327,54,73.46938776,76.53061224,73.46938776,70.40816327,74.48979592,70.40816327
1294,86.73469388,2.040816327,70.40816327,54,72.44897959,77.55102041,72.44897959,70.40816327,75.51020408,70.40816327
1295,86.73469388,2.040816327,71.42857143,55,72.44897959,78.57142857,72.44897959,70.40816327,76.53061224,70.40816327
1296,85.71428571,2.040816327,70.40816327,56,71.42857143,78.57142857,71.42857143,69.3877551,76.53061224,69.3877551
1297,84.69387755,2.040816327,70.40816327,55,70.40816327,77.55102041,70.40816327,68.36734694,75.51020408,68.36734694
1298,83.67346939,2.040816327,70.40816327,54,70.40816327,76.53061224,70.40816327,68.36734694,75.51020408,68.36734694
1299,82.65306122,2.040816327,70.40816327,54,69.3877551,75.51020408,69.3877551,68.36734694,74.48979592,68.36734694
1300,82.65306122,2.040816327,70.40816327,53,69.3877551,75.51020408,69.3877551,68.36734694,74.48979592,68.36734694
1301,82.65306122,2.040816327,71.42857143,52,69.3877551,75.51020408,69.3877551,68.36734694,74.48979592,68.36734694
1302,81.63265306,2.040816327,71.42857143,53,69.3877551,74.48979592,69.3877551,68.36734694,73.46938776,68.36734694
1303,81.63265306,2.040816327,71.42857143,53,68.36734694,74.48979592,68.36734694,67.34693878,73.46938776,67.34693878
1304,80.6122449,2.040816327,71.42857143,54,68.36734694,74.48979592,68.36734694,67.34693878,73.46938776,67.34693878
1305,80.6122449,2.040816327,72.44897959,55,69.3877551,75.51020408,69.3877551,68.36734694,74.48979592,68.36734694
1306,80.6122449,2.040816327,73.46938776,55,69.3877551,75.51020408,69.3877551,68.36734694,74.48979592,68.36734694
1307,80.6122449,2.040816327,73.46938776,55,69.3877551,75.51020408,69.3877551,68.36734694,74.48979592,68.36734694
1308,80.6122449,2.040816327,74.48979592,56,69.3877551,76.53061224,69.3877551,68.36734694,75.51020408,68.36734694
1309,80.6122449,2.040816327,74.48979592,55,69.3877551,75.51020408,69.3877551,68.36734694,75.51020408,68.36734694
1310,80.6122449,2.040816327,73.46938776,55,68.36734694,74.48979592,68.36734694,67.34693878,74.48979592,67.34693878
1311,80.6122449,2.040816327,73.46938776,56,68.36734694,74.48979592,68.36734694,67.34693878,74.48979592,67.34693878
1312,81.63265306,2.040816327,73.46938776,55,68.36734694,74.48979592,68.36734694,66.32653061,74.48979592,66.32653061
1313,81.63265306,2.040816327,74.48979592,55,68.36734694,74.48979592,68.36734694,66.32653061,74.48979592,66.32653061
1314,82.65306122,2.040816327,74.48979592,55,68.36734694,74.48979592,68.36734694,66.32653061,74.48979592,66.32653061
1315,82.65306122,2.040816327,75.51020408,55,68.36734694,74.48979592,68.36734694,66.32653061,74.48979592,66.32653061
1316,82.65306122,2.040816327,76.53061224,55,69.3877551,74.48979592,69.3877551,67.34693878,74.48979592,67.34693878
1317,81.63265306,2.040816327,76.53061224,55,69.3877551,74.48979592,69.3877551,67.34693878,73.46938776,67.34693878
1318,81.81818182,2.02020202,75.75757576,55,68.68686869,73.73737374,68.68686869,66.66666667,72.72727273,66.66666667
1319,82,2,76,55,69,74,69,67,73,67
1320,82,2,77,56,70,75,70,68,74,68
1321,82,2,77,57,70,75,70,68,74,68
1322,82,2,77,57,71,75,71,69,74,69
1323,82,2,77,58,71,75,71,70,74,70
1324,81,2,77,58,71,74,71,70,74,70
1325,82,2,78,59,72,75,72,71,75,71
1326,83,2,78,59,72,76,72,71,76,71
1327,84,2,79,60,72,77,72,71,77,71
1328,84,2,79,60,72,77,72,71,77,71
1329,84,2,79,61,71,77,71,71,77,71
1330,84,2,79,60,70,77,70,70,77,70
1331,84,2,79,59,69,76,69,69,76,69
1332,84,2,78,59,68,76,68,68,76,68
1333,84,2,78,59,68,75,68,68,75,68
1334,85,2,78,58,68,75,68,68,75,68
1335,84,2,77,57,67,74,67,67,74,67
1336,84,2,78,56,67,73,67,67,74,67
1337,84,2,78,55,67,73,67,67,74,67
1338,84,2,78,55,67,73,67,68,74,68
1339,85,2,79,55,68,74,68,69,75,69
1340,85,2,80,55,69,75,69,70,76,70
1341,85,2,80,55,70,76,70,71,77,71
1342,85,2,80,55,70,76,70,71,77,71
1343,85,2,79,54,70,75,70,71,76,71
1344,85,2,79,55,70,75,70,71,76,71
1345,85,2,79,55,70,75,70,71,76,71
1346,85,2,79,55,69,75,69,71,76,71
1347,84,2,79,55,70,75,70,71,76,71
1348,84,2,79,55,69,75,69,70,76,70
1349,84,2,79,55,69,75,69,70,76,70
1350,84,2,78,54,69,74,69,70,75,70
1351,84,2,78,54,69,74,69,70,75,70
1352,83,2,77,53,68,73,68,69,74,69
1353,83,2,77,53,68,73,68,69,74,69
1354,83,2,77,53,68,73,68,69,74,69
1355,83,2,77,52,68,73,68,69,74,69
1356,83,2,77,52,68,73,68,69,74,69
1357,83,2,77,52,68,73,68,69,74,69
1358,84,2,78,52,68,73,68,69,75,69
1359,84,2,77,52,68,73,68,69,75,69
1360,85,2,76,52,67,72,67,68,75,68
1361,85,2,75,52,66,71,66,67,75,67
1362,85,2,75,52,65,71,65,67,74,67
1363,84,2,74,51,64,70,64,66,73,66
1364,84,2,74,52,64,69,64,66,73,66
1365,84,2,73,52,64,68,64,65,72,65
1366,84,2,73,52,64,68,64,65,73,65
1367,84,1,72,51,63,67,63,64,72,64
1368,84,1,71,50,62,66,62,63,71,63
1369,84,0,71,49,62,65,62,63,71,63
