pointer,OQ818321,OQ818329,OQ818343,NC_033820.1
799,65.0,65.0,99.0,67.0
800,66.0,66.0,99.0,68.0
801,66.0,66.0,99.0,68.0
802,66.0,66.0,99.0,69.0
803,67.0,66.0,99.0,70.0
804,68.0,66.0,99.0,70.0
805,68.0,66.0,99.0,69.0
806,67.0,66.0,98.0,68.0
807,67.0,66.0,98.0,68.0
808,67.0,65.0,98.0,69.0
809,68.0,65.0,99.0,70.0
810,68.0,66.0,99.0,70.0
811,67.0,66.0,99.0,70.0
812,68.0,66.0,99.0,70.0
813,68.0,65.0,99.0,70.0
814,68.0,65.0,99.0,70.0
815,68.0,66.0,99.0,70.0
816,68.0,66.0,99.0,70.0
817,67.0,65.0,99.0,69.0
818,68.0,66.0,99.0,70.0
819,69.0,66.0,99.0,71.0
820,68.0,66.0,99.0,71.0
821,69.0,66.0,99.0,71.0
822,70.0,67.0,99.0,71.0
823,70.0,68.0,99.0,70.0
824,70.0,68.0,99.0,70.0
825,70.0,68.0,99.0,70.0
826,70.0,68.0,99.0,70.0
827,71.0,68.0,99.0,70.0
828,71.0,68.0,99.0,70.0
829,71.0,67.0,99.0,69.0
830,71.0,67.0,99.0,70.0
831,72.0,68.0,99.0,69.0
832,71.0,67.0,99.0,68.0
833,71.0,67.0,99.0,68.0
834,71.0,67.0,99.0,68.0
835,71.0,67.0,99.0,68.0
836,72.0,68.0,99.0,68.0
837,72.0,68.0,99.0,68.0
838,71.0,68.0,99.0,68.0
839,71.0,68.0,99.0,67.0
840,71.0,68.0,99.0,66.0
841,71.0,68.0,99.0,66.0
842,72.0,69.0,99.0,66.0
843,73.0,70.0,99.0,66.0
844,73.0,69.0,99.0,66.0
845,74.0,70.0,99.0,67.0
846,75.0,71.0,99.0,67.0
847,76.0,71.0,99.0,66.0
848,77.0,72.0,99.0,66.0
849,77.0,72.0,99.0,66.0
850,77.0,72.0,99.0,67.0
851,77.0,73.0,99.0,68.0
852,76.0,73.0,99.0,68.0
853,75.0,73.0,99.0,67.0
854,76.0,74.0,99.0,68.0
855,76.0,74.0,99.0,68.0
856,75.0,74.0,99.0,69.0
857,75.0,74.0,99.0,68.0
858,75.0,74.0,99.0,67.0
859,75.0,74.0,99.0,66.0
860,75.0,73.0,99.0,65.0
861,75.0,73.0,99.0,65.0
862,74.0,72.0,99.0,66.0
863,75.0,72.0,99.0,67.0
864,76.0,73.0,99.0,67.0
865,77.0,73.0,99.0,66.0
866,78.0,73.0,99.0,67.0
867,79.0,74.0,99.0,67.0
868,78.0,73.0,99.0,68.0
869,78.0,73.0,99.0,68.0
870,78.0,73.0,99.0,67.0
871,78.0,72.0,99.0,66.0
872,79.0,72.0,99.0,66.0
873,79.0,72.0,99.0,66.0
874,78.0,72.0,99.0,65.0
875,79.0,73.0,99.0,65.0
876,79.0,73.0,99.0,65.0
877,79.0,73.0,99.0,65.0
878,79.0,73.0,99.0,65.0
879,79.0,73.0,99.0,65.0
880,80.0,73.0,99.0,65.0
881,81.0,74.0,99.0,65.0
882,81.0,74.0,99.0,66.0
883,80.0,73.0,99.0,65.0
884,80.0,74.0,99.0,65.0
885,80.0,74.0,99.0,64.0
886,79.0,73.0,99.0,63.0
887,79.0,73.0,99.0,63.0
888,79.0,73.0,99.0,64.0
889,78.0,73.0,99.0,65.0
890,78.0,73.0,99.0,66.0
891,78.0,73.0,99.0,66.0
892,77.0,73.0,98.0,65.0
893,77.0,74.0,98.0,64.0
894,77.0,74.0,98.0,64.0
895,77.0,74.0,98.0,64.0
896,78.0,75.0,98.0,64.0
897,78.0,75.0,98.0,65.0
898,78.0,75.0,98.0,66.0
899,78.0,75.0,98.0,66.0
900,78.0,75.0,98.0,66.0
901,78.0,75.0,98.0,65.0
902,78.0,75.0,98.0,64.0
903,78.0,75.0,98.0,63.0
904,78.0,74.0,98.0,62.0
905,77.0,73.0,98.0,62.0
906,78.0,73.0,99.0,63.0
907,77.0,72.0,99.0,63.0
908,76.0,72.0,99.0,63.0
909,75.0,73.0,99.0,63.0
910,74.0,73.0,99.0,63.0
911,75.0,73.0,99.0,64.0
912,75.0,74.0,99.0,64.0
913,74.0,75.0,99.0,63.0
914,73.0,75.0,99.0,64.0
915,74.0,75.0,99.0,64.0
916,73.0,74.0,99.0,63.0
917,73.0,74.0,99.0,63.0
918,72.0,74.0,99.0,63.0
919,71.0,74.0,99.0,63.0
920,72.0,74.0,99.0,63.0
921,72.0,74.0,99.0,62.0
922,71.0,74.0,99.0,61.0
923,72.0,74.0,99.0,62.0
924,73.0,75.0,99.0,63.0
925,73.0,74.0,99.0,64.0
926,73.0,74.0,99.0,64.0
927,73.0,74.0,99.0,64.0
928,73.0,73.0,99.0,64.0
929,73.0,74.0,99.0,65.0
930,73.0,74.0,99.0,65.0
931,73.0,73.0,99.0,66.0
932,74.0,74.0,99.0,67.0
933,74.0,74.0,99.0,68.0
934,73.0,73.0,99.0,68.0
935,73.0,73.0,99.0,68.0
936,73.0,73.0,99.0,68.0
937,72.0,72.0,99.0,68.0
938,73.0,72.0,99.0,68.0
939,74.0,73.0,99.0,68.0
940,73.0,73.0,99.0,68.0
941,72.0,72.0,99.0,68.0
942,71.0,72.0,99.0,68.0
943,70.0,71.0,99.0,68.0
944,70.0,72.0,99.0,68.0
945,70.0,72.0,99.0,68.0
946,70.0,72.0,99.0,67.0
947,69.0,72.0,99.0,68.0
948,69.0,72.0,99.0,68.0
949,68.0,71.0,99.0,68.0
950,67.0,71.0,99.0,67.0
951,68.0,71.0,99.0,66.0
952,68.0,71.0,99.0,66.0
953,69.0,71.0,99.0,67.0
954,69.0,71.0,99.0,67.0
955,69.0,71.0,99.0,67.0
956,70.0,71.0,99.0,67.0
957,70.0,71.0,99.0,67.0
958,70.0,71.0,99.0,67.0
959,70.0,71.0,99.0,68.0
960,70.0,72.0,99.0,69.0
961,69.0,72.0,99.0,68.0
962,69.0,72.0,99.0,68.0
963,68.0,72.0,99.0,68.0
964,68.0,72.0,99.0,68.0
965,68.0,73.0,99.0,69.0
966,68.0,73.0,99.0,68.0
967,67.0,72.0,99.0,67.0
968,68.0,73.0,99.0,67.0
969,69.0,74.0,99.0,67.0
970,68.0,74.0,99.0,67.0
971,68.0,75.0,99.0,68.0
972,68.0,75.0,99.0,68.0
973,67.0,74.0,99.0,67.0
974,68.0,74.0,99.0,67.0
975,68.0,74.0,99.0,66.0
976,67.0,74.0,99.0,65.0
977,67.0,73.0,99.0,66.0
978,67.0,72.0,99.0,66.0
979,66.0,73.0,99.0,65.0
980,66.0,74.0,99.0,65.0
981,66.0,74.0,99.0,65.0
982,65.0,73.0,99.0,64.0
983,65.0,74.0,99.0,65.0
984,65.0,74.0,99.0,64.0
985,64.0,73.0,99.0,64.0
986,65.0,74.0,99.0,64.0
987,64.0,74.0,99.0,64.0
988,63.0,73.0,99.0,63.0
989,63.0,73.0,99.0,63.0
990,62.0,73.0,99.0,63.0
991,61.0,72.0,99.0,63.0
992,61.0,71.0,100.0,64.0
993,60.0,70.0,100.0,65.0
994,59.0,69.0,100.0,64.0
995,57.99999999999999,68.0,100.0,63.0
996,56.99999999999999,67.0,100.0,63.0
997,56.99999999999999,67.0,100.0,63.0
998,56.99999999999999,67.0,100.0,63.0
999,56.00000000000001,68.0,100.0,63.0
1000,56.00000000000001,68.0,100.0,62.0
1001,55.00000000000001,67.0,100.0,62.0
1002,54.0,67.0,100.0,63.0
1003,53.0,67.0,100.0,64.0
1004,52.0,68.0,100.0,65.0
1005,52.0,68.0,100.0,66.0
1006,51.0,68.0,100.0,65.0
1007,52.0,69.0,100.0,64.0
1008,52.0,69.6969696969697,100.0,63.63636363636363
1009,53.0,68.68686868686868,100.0,63.63636363636363
1010,53.0,68.68686868686868,100.0,63.63636363636363
1011,53.0,67.67676767676768,100.0,62.62626262626263
1012,52.0,67.67676767676768,100.0,62.62626262626263
1013,52.0,66.66666666666666,100.0,63.63636363636363
1014,53.0,66.66666666666666,100.0,62.62626262626263
1015,53.0,66.66666666666666,100.0,61.61616161616161
1016,54.0,66.66666666666666,100.0,62.62626262626263
1017,55.00000000000001,66.66666666666666,100.0,63.63636363636363
1018,56.00000000000001,66.66666666666666,100.0,63.63636363636363
1019,56.99999999999999,65.65656565656566,100.0,63.63636363636363
1020,56.99999999999999,64.64646464646465,100.0,64.64646464646465
1021,56.99999999999999,64.64646464646465,100.0,64.64646464646465
1022,56.99999999999999,63.63636363636363,100.0,64.64646464646465
1023,56.99999999999999,63.63636363636363,100.0,64.64646464646465
1024,56.99999999999999,62.62626262626263,100.0,64.64646464646465
1025,56.00000000000001,62.62626262626263,100.0,63.63636363636363
1026,55.00000000000001,62.62626262626263,100.0,63.63636363636363
1027,55.00000000000001,62.62626262626263,100.0,62.62626262626263
1028,55.00000000000001,62.62626262626263,100.0,61.61616161616161
1029,55.00000000000001,62.62626262626263,100.0,60.60606060606061
1030,55.00000000000001,62.62626262626263,100.0,60.60606060606061
1031,55.00000000000001,62.62626262626263,100.0,60.60606060606061
1032,54.0,61.61616161616161,100.0,60.60606060606061
1033,54.0,60.60606060606061,100.0,60.60606060606061
1034,54.0,60.60606060606061,100.0,59.59595959595959
1035,54.0,60.60606060606061,100.0,59.59595959595959
1036,54.0,60.60606060606061,100.0,59.59595959595959
1037,54.0,60.60606060606061,100.0,58.58585858585859
1038,54.0,60.60606060606061,100.0,57.57575757575758
1039,54.0,60.60606060606061,100.0,58.58585858585859
1040,54.0,59.59595959595959,100.0,59.59595959595959
1041,54.0,59.59595959595959,100.0,59.59595959595959
1042,55.00000000000001,59.59595959595959,100.0,58.58585858585859
1043,56.00000000000001,59.59595959595959,100.0,57.57575757575758
1044,55.00000000000001,58.58585858585859,100.0,57.57575757575758
1045,54.0,57.57575757575758,100.0,57.57575757575758
1046,53.0,56.56565656565656,100.0,57.57575757575758
1047,54.0,57.57575757575758,100.0,57.57575757575758
1048,54.0,57.57575757575758,100.0,58.58585858585859
1049,55.00000000000001,58.58585858585859,100.0,57.57575757575758
1050,56.00000000000001,58.58585858585859,100.0,58.58585858585859
1051,56.00000000000001,57.57575757575758,100.0,59.59595959595959
1052,56.00000000000001,56.56565656565656,100.0,59.59595959595959
1053,55.55555555555556,55.55555555555556,100.0,59.183673469387756
1054,55.10204081632652,54.54545454545454,100.0,58.76288659793815
1055,54.63917525773196,53.535353535353536,100.0,58.333333333333336
1056,54.166666666666664,52.52525252525253,100.0,57.89473684210527
1057,53.68421052631579,51.515151515151516,100.0,58.51063829787234
1058,53.191489361702125,50.505050505050505,100.0,59.13978494623656
1059,52.12765957446809,49.494949494949495,100.0,59.13978494623656
1060,52.12765957446809,48.484848484848484,100.0,58.06451612903226
1061,52.12765957446809,49.494949494949495,100.0,58.06451612903226
1062,53.191489361702125,50.505050505050505,100.0,58.06451612903226
1063,54.25531914893617,50.505050505050505,100.0,58.06451612903226
1064,53.191489361702125,49.494949494949495,100.0,56.98924731182796
1065,53.191489361702125,49.494949494949495,100.0,56.98924731182796
1066,53.191489361702125,49.494949494949495,100.0,58.06451612903226
1067,53.191489361702125,49.494949494949495,100.0,58.06451612903226
1068,53.191489361702125,49.494949494949495,100.0,58.06451612903226
1069,53.191489361702125,49.494949494949495,100.0,58.06451612903226
1070,53.191489361702125,48.484848484848484,100.0,58.06451612903226
1071,53.191489361702125,48.484848484848484,100.0,58.06451612903226
1072,53.191489361702125,48.484848484848484,100.0,56.98924731182796
1073,54.25531914893617,49.494949494949495,100.0,56.98924731182796
1074,54.25531914893617,49.494949494949495,100.0,58.06451612903226
1075,54.25531914893617,49.494949494949495,100.0,59.13978494623656
1076,54.25531914893617,48.484848484848484,98.9247311827957,59.13978494623656
1077,53.191489361702125,49.494949494949495,98.9247311827957,59.13978494623656
1078,52.12765957446809,50.505050505050505,98.9247311827957,58.06451612903226
1079,52.12765957446809,50.505050505050505,98.9247311827957,59.13978494623656
1080,52.12765957446809,50.505050505050505,98.9247311827957,58.06451612903226
1081,52.12765957446809,50.505050505050505,97.84946236559139,58.06451612903226
1082,53.191489361702125,51.515151515151516,96.7741935483871,59.13978494623656
1083,54.25531914893617,51.515151515151516,95.6989247311828,59.13978494623656
1084,54.25531914893617,51.515151515151516,94.6236559139785,60.215053763440864
1085,55.319148936170215,52.52525252525253,93.54838709677419,60.215053763440864
1086,55.319148936170215,52.52525252525253,92.47311827956989,61.29032258064516
1087,56.38297872340425,52.52525252525253,91.39784946236558,60.215053763440864
1088,57.446808510638306,53.535353535353536,90.32258064516128,61.29032258064516
1089,58.51063829787234,53.535353535353536,89.24731182795699,60.215053763440864
1090,59.57446808510638,53.535353535353536,88.17204301075269,60.215053763440864
1091,59.57446808510638,53.535353535353536,87.09677419354838,60.215053763440864
1092,59.57446808510638,54.54545454545454,86.02150537634408,59.13978494623656
1093,60.63829787234043,55.55555555555556,84.94623655913979,58.06451612903226
1094,61.702127659574465,56.56565656565656,83.87096774193549,58.06451612903226
1095,62.76595744680851,57.57575757575758,82.79569892473118,59.13978494623656
1096,63.829787234042556,58.58585858585859,81.72043010752688,59.13978494623656
