pointer,NC_033818.1
1972,57.99999999999999
1973,57.99999999999999
1974,59.0
1975,60.0
1976,59.0
1977,57.99999999999999
1978,59.0
1979,60.0
1980,59.0
1981,57.99999999999999
1982,57.99999999999999
1983,57.99999999999999
1984,57.99999999999999
1985,57.99999999999999
1986,57.99999999999999
1987,57.99999999999999
1988,57.99999999999999
1989,56.99999999999999
1990,56.99999999999999
1991,56.00000000000001
1992,56.00000000000001
1993,56.99999999999999
1994,57.99999999999999
1995,56.99999999999999
1996,56.99999999999999
1997,56.99999999999999
1998,56.99999999999999
1999,56.99999999999999
2000,56.00000000000001
2001,56.00000000000001
2002,56.99999999999999
2003,56.00000000000001
2004,55.00000000000001
2005,54.0
2006,54.0
2007,54.0
2008,53.0
2009,52.0
2010,51.0
2011,52.0
2012,52.0
2013,52.0
2014,53.0
2015,54.0
2016,53.0
2017,53.0
2018,54.0
2019,54.0
2020,55.00000000000001
2021,55.00000000000001
2022,54.0
2023,54.0
2024,54.0
2025,55.00000000000001
2026,56.00000000000001
2027,55.00000000000001
2028,55.00000000000001
2029,55.00000000000001
2030,55.00000000000001
2031,55.00000000000001
2032,56.00000000000001
2033,55.00000000000001
2034,54.0
2035,54.0
2036,54.0
2037,54.0
2038,55.00000000000001
2039,56.00000000000001
2040,56.00000000000001
2041,56.00000000000001
2042,56.00000000000001
2043,56.00000000000001
2044,56.00000000000001
2045,56.00000000000001
2046,55.00000000000001
2047,55.00000000000001
2048,55.00000000000001
2049,55.00000000000001
2050,56.00000000000001
2051,55.00000000000001
2052,55.00000000000001
2053,56.00000000000001
2054,56.00000000000001
2055,56.00000000000001
2056,56.00000000000001
2057,56.00000000000001
2058,55.00000000000001
2059,56.00000000000001
2060,56.99999999999999
2061,56.99999999999999
2062,57.99999999999999
2063,57.99999999999999
2064,56.99999999999999
2065,57.99999999999999
2066,57.99999999999999
2067,56.99999999999999
2068,57.99999999999999
2069,57.99999999999999
2070,56.99999999999999
2071,56.99999999999999
2072,56.99999999999999
2073,56.99999999999999
2074,56.99999999999999
2075,56.99999999999999
2076,56.99999999999999
2077,56.99999999999999
2078,56.99999999999999
2079,56.00000000000001
2080,56.99999999999999
2081,57.99999999999999
2082,56.99999999999999
2083,56.00000000000001
2084,55.00000000000001
2085,56.00000000000001
2086,56.00000000000001
2087,56.00000000000001
2088,55.00000000000001
2089,56.00000000000001
2090,56.00000000000001
2091,56.00000000000001
2092,56.00000000000001
2093,56.00000000000001
2094,55.00000000000001
2095,55.00000000000001
2096,54.0
2097,54.0
2098,55.00000000000001
2099,56.00000000000001
2100,56.00000000000001
2101,56.00000000000001
2102,56.00000000000001
2103,56.00000000000001
2104,56.99999999999999
2105,57.99999999999999
2106,57.99999999999999
2107,57.99999999999999
2108,57.99999999999999
2109,59.0
2110,60.0
2111,59.0
2112,57.99999999999999
2113,57.99999999999999
2114,57.99999999999999
2115,56.99999999999999
2116,57.99999999999999
2117,57.99999999999999
2118,57.99999999999999
2119,59.0
2120,59.0
2121,60.0
2122,61.0
2123,60.0
2124,60.0
2125,60.0
2126,60.0
2127,61.0
2128,61.0
2129,62.0
2130,61.0
2131,62.0
2132,62.0
2133,62.0
2134,63.0
2135,62.0
2136,62.0
2137,62.0
2138,62.0
2139,61.0
2140,62.0
2141,63.0
2142,63.0
2143,64.0
2144,64.0
2145,63.0
2146,64.0
2147,64.0
2148,63.0
2149,63.0
2150,63.0
2151,63.0
2152,63.0
2153,62.0
2154,63.0
2155,63.0
2156,63.0
2157,63.0
2158,64.0
2159,64.0
2160,64.0
2161,65.0
2162,65.0
2163,64.0
2164,65.0
2165,65.0
2166,65.0
2167,66.0
2168,66.0
2169,65.0
2170,66.0
2171,65.0
2172,66.0
2173,65.0
2174,64.0
2175,63.0
2176,64.0
2177,65.0
2178,64.0
2179,65.0
2180,64.0
2181,63.0
2182,63.0
2183,64.0
2184,65.0
2185,65.0
2186,65.0
2187,64.0
2188,64.0
2189,64.0
2190,63.0
2191,63.0
2192,62.0
2193,61.0
2194,62.0
2195,62.0
2196,62.0
2197,63.0
2198,63.0
2199,62.0
2200,63.0
2201,62.0
2202,62.0
2203,63.0
2204,62.0
2205,62.0
2206,62.0
2207,62.0
2208,63.0
2209,63.0
2210,63.0
2211,64.0
2212,65.0
2213,65.0
2214,64.0
2215,64.0
2216,63.0
2217,62.0
2218,61.0
2219,61.0
2220,61.0
2221,61.0
2222,61.0
2223,62.0
2224,62.0
2225,61.0
2226,60.0
2227,60.0
2228,60.0
2229,59.0
2230,60.0
2231,60.0
2232,59.0
2233,60.0
2234,59.0
2235,59.0
2236,59.0
2237,59.0
2238,57.99999999999999
2239,59.0
2240,57.99999999999999
2241,57.99999999999999
2242,57.99999999999999
2243,57.99999999999999
2244,57.99999999999999
2245,59.0
2246,59.0
2247,57.99999999999999
2248,59.0
2249,59.0
2250,57.99999999999999
2251,59.0
2252,59.0
2253,59.0
2254,59.0
2255,59.0
2256,60.0
2257,60.0
2258,60.0
2259,59.0
2260,59.0
2261,57.99999999999999
2262,56.99999999999999
2263,56.99999999999999
2264,56.00000000000001
2265,56.00000000000001
2266,56.00000000000001
2267,56.00000000000001
2268,56.00000000000001
2269,56.99999999999999
2270,56.00000000000001
2271,56.00000000000001
2272,56.00000000000001
2273,56.99999999999999
2274,57.99999999999999
2275,57.99999999999999
2276,56.99999999999999
2277,56.00000000000001
2278,56.99999999999999
2279,56.99999999999999
2280,56.99999999999999
2281,57.99999999999999
2282,59.0
2283,57.99999999999999
2284,57.99999999999999
2285,57.99999999999999
2286,57.99999999999999
2287,59.0
2288,60.0
2289,59.0
2290,60.0
2291,61.0
2292,61.0
2293,62.0
2294,62.0
2295,62.0
2296,63.0
2297,63.0
2298,63.0
2299,64.0
2300,63.0
2301,63.0
2302,63.0
2303,63.0
2304,63.0
2305,63.0
2306,63.0
2307,64.0
2308,64.0
2309,64.0
2310,63.0
2311,63.0
2312,62.0
2313,62.0
2314,63.0
2315,64.0
2316,64.0
2317,64.0
2318,64.0
2319,64.0
2320,63.0
2321,63.0
2322,63.0
2323,63.0
2324,63.0
2325,63.0
2326,64.0
2327,64.0
2328,63.0
2329,64.0
2330,64.0
2331,64.0
2332,65.0
2333,65.0
2334,65.0
2335,66.0
2336,65.0
2337,65.0
2338,65.0
2339,64.0
2340,64.0
2341,64.0
2342,64.0
2343,63.0
2344,63.0
2345,62.0
2346,61.0
2347,62.0
2348,61.0
2349,61.0
2350,62.0
2351,62.0
2352,61.0
2353,62.0
2354,62.0
2355,62.0
2356,62.0
2357,62.0
2358,62.0
2359,63.0
2360,63.0
2361,63.0
2362,63.0
2363,63.0
2364,63.0
2365,63.0
2366,63.0
2367,63.0
2368,63.0
2369,62.0
2370,62.0
2371,63.0
2372,63.0
2373,62.0
2374,62.0
2375,62.0
2376,63.0
2377,64.0
2378,64.0
2379,63.0
2380,64.0
2381,64.0
2382,63.0
2383,63.0
2384,62.0
2385,61.0
2386,60.0
2387,60.0
2388,60.0
2389,61.0
2390,61.0
2391,60.0
2392,61.0
2393,61.0
2394,61.0
2395,62.0
2396,61.0
2397,61.0
2398,61.0
2399,61.0
2400,61.0
2401,62.0
2402,61.0
2403,60.0
2404,61.0
2405,60.0
2406,60.0
2407,60.0
2408,59.0
2409,59.0
2410,60.0
2411,60.0
2412,60.0
2413,60.0
2414,60.0
2415,59.0
2416,60.0
2417,61.0
2418,61.0
2419,61.0
2420,61.0
2421,61.0
2422,61.0
2423,61.0
2424,60.0
2425,60.0
2426,60.0
2427,59.0
2428,60.0
2429,60.0
2430,59.0
2431,59.0
2432,59.0
2433,57.99999999999999
2434,57.99999999999999
2435,57.99999999999999
2436,59.0
2437,60.0
2438,60.0
2439,60.0
2440,61.0
2441,60.0
2442,59.0
2443,60.0
2444,59.0
2445,59.0
2446,60.0
2447,60.0
2448,60.0
2449,60.0
2450,60.0
2451,59.0
2452,60.0
2453,60.0
2454,60.0
2455,61.0
2456,61.0
2457,60.0
2458,60.0
2459,60.0
2460,59.0
2461,60.0
2462,61.0
2463,61.0
2464,62.0
2465,61.0
2466,61.0
2467,60.0
2468,59.0
2469,59.0
2470,59.0
2471,59.0
2472,59.0
2473,60.0
2474,59.0
2475,59.0
2476,59.0
2477,59.0
2478,57.99999999999999
2479,57.99999999999999
2480,56.99999999999999
2481,56.99999999999999
2482,56.99999999999999
2483,57.99999999999999
2484,59.0
2485,59.0
2486,60.0
2487,59.0
2488,59.0
2489,59.0
2490,59.0
2491,60.0
2492,60.0
2493,59.0
2494,59.0
2495,59.0
2496,60.0
2497,60.0
2498,59.0
2499,57.99999999999999
2500,59.0
2501,59.0
2502,59.0
2503,60.0
2504,60.0
2505,61.0
2506,61.0
2507,61.0
2508,61.0
2509,61.0
2510,61.0
2511,60.0
2512,60.0
2513,60.0
2514,60.0
2515,61.0
2516,61.0
2517,60.0
2518,61.0
2519,61.0
2520,61.0
2521,61.0
2522,61.0
2523,60.0
2524,60.0
2525,60.0
2526,60.0
2527,61.0
2528,61.0
2529,60.0
2530,60.0
2531,60.0
2532,59.0
2533,59.0
2534,59.0
2535,57.99999999999999
2536,57.99999999999999
2537,56.99999999999999
2538,56.99999999999999
2539,57.99999999999999
2540,57.99999999999999
2541,57.99999999999999
2542,59.0
2543,59.0
2544,59.0
2545,60.0
2546,60.0
2547,59.0
2548,60.0
2549,59.0
2550,59.0
2551,60.0
2552,60.0
2553,59.0
2554,59.0
2555,59.0
2556,57.99999999999999
2557,59.0
2558,59.0
2559,57.99999999999999
2560,59.0
2561,59.0
2562,57.99999999999999
2563,59.0
2564,59.0
2565,60.0
2566,60.0
2567,61.0
2568,61.0
2569,62.0
2570,63.0
2571,62.0
2572,62.0
2573,61.0
2574,61.0
2575,62.0
2576,62.0
2577,61.0
2578,62.0
2579,62.0
2580,62.0
2581,61.0
2582,62.0
2583,62.0
2584,62.0
2585,63.0
2586,62.0
2587,63.0
2588,63.0
2589,62.0
2590,62.0
2591,61.0
2592,60.0
2593,61.0
2594,61.0
2595,60.0
2596,59.0
2597,59.0
2598,59.0
2599,60.0
2600,60.0
2601,60.0
2602,61.0
2603,61.0
2604,60.0
2605,59.0
2606,57.99999999999999
2607,56.99999999999999
2608,56.99999999999999
2609,56.00000000000001
2610,56.00000000000001
2611,56.00000000000001
2612,56.00000000000001
2613,56.00000000000001
2614,56.00000000000001
2615,56.00000000000001
2616,55.00000000000001
2617,55.00000000000001
2618,55.00000000000001
2619,54.0
2620,55.00000000000001
2621,55.00000000000001
2622,54.0
2623,55.00000000000001
2624,55.00000000000001
2625,55.00000000000001
2626,55.00000000000001
2627,55.00000000000001
2628,54.0
2629,55.00000000000001
2630,56.00000000000001
2631,56.00000000000001
2632,56.00000000000001
2633,56.99999999999999
2634,57.99999999999999
2635,59.0
2636,57.99999999999999
2637,57.99999999999999
2638,59.0
2639,57.99999999999999
2640,56.99999999999999
2641,57.99999999999999
2642,57.99999999999999
2643,56.99999999999999
2644,57.99999999999999
2645,57.99999999999999
2646,56.99999999999999
2647,56.99999999999999
2648,56.99999999999999
2649,56.99999999999999
2650,56.00000000000001
2651,56.00000000000001
2652,55.00000000000001
2653,56.00000000000001
2654,56.00000000000001
2655,55.00000000000001
2656,55.00000000000001
2657,55.00000000000001
2658,54.0
2659,54.0
2660,53.0
2661,52.0
2662,52.0
2663,52.0
2664,52.0
2665,51.0
2666,51.0
2667,50.0
2668,50.0
2669,50.0
2670,50.0
2671,51.0
2672,51.0
2673,51.0
2674,52.0
2675,52.0
2676,51.0
2677,52.0
2678,52.0
2679,52.0
2680,53.0
2681,53.0
2682,52.0
2683,52.0
2684,52.0
2685,51.0
2686,52.0
2687,51.0
2688,51.0
2689,52.0
2690,51.0
2691,51.0
2692,52.0
2693,52.0
2694,51.0
2695,52.0
2696,53.0
2697,52.0
2698,53.0
2699,53.0
2700,52.0
2701,52.0
2702,52.0
2703,51.0
2704,52.0
2705,52.0
2706,52.0
2707,53.0
2708,54.0
2709,54.0
2710,53.0
2711,54.0
2712,54.0
2713,54.0
2714,54.0
2715,53.0
2716,53.0
2717,54.0
2718,54.0
2719,55.00000000000001
2720,55.00000000000001
2721,54.0
2722,55.00000000000001
2723,55.00000000000001
2724,55.00000000000001
2725,56.00000000000001
2726,56.00000000000001
2727,56.00000000000001
2728,56.99999999999999
2729,56.99999999999999
2730,56.00000000000001
2731,56.00000000000001
2732,56.99999999999999
2733,56.00000000000001
2734,56.00000000000001
2735,55.00000000000001
2736,56.00000000000001
2737,56.00000000000001
2738,56.00000000000001
2739,56.99999999999999
2740,57.99999999999999
2741,57.99999999999999
2742,56.99999999999999
2743,57.99999999999999
2744,56.99999999999999
2745,56.00000000000001
2746,56.99999999999999
2747,56.99999999999999
2748,56.99999999999999
2749,57.99999999999999
2750,59.0
2751,57.99999999999999
2752,59.0
2753,59.0
2754,57.99999999999999
2755,59.0
2756,60.0
2757,59.0
2758,60.0
2759,61.0
2760,61.0
2761,61.0
2762,62.0
2763,61.0
2764,61.0
2765,62.0
2766,62.0
2767,63.0
2768,64.0
2769,64.0
2770,64.0
2771,64.0
2772,64.0
2773,65.0
2774,65.0
2775,64.0
2776,65.0
2777,65.0
2778,65.0
2779,66.0
2780,66.0
2781,66.0
2782,66.0
2783,65.0
2784,65.0
2785,65.0
2786,64.0
2787,64.0
2788,63.0
2789,62.0
2790,63.0
2791,64.0
2792,63.0
2793,62.0
2794,63.0
2795,63.0
2796,62.0
2797,62.0
2798,61.0
2799,61.0
2800,61.0
2801,61.0
2802,60.0
2803,60.0
2804,59.0
2805,60.0
2806,60.0
2807,59.0
2808,59.0
2809,59.0
2810,59.0
2811,59.0
2812,60.0
2813,59.0
2814,57.99999999999999
2815,59.0
2816,59.0
2817,57.99999999999999
2818,57.99999999999999
2819,57.99999999999999
2820,56.99999999999999
2821,57.99999999999999
2822,57.99999999999999
2823,56.99999999999999
2824,57.99999999999999
2825,57.99999999999999
2826,56.99999999999999
2827,56.99999999999999
2828,56.00000000000001
2829,55.00000000000001
2830,56.00000000000001
2831,56.00000000000001
2832,55.00000000000001
2833,55.00000000000001
2834,54.0
2835,54.0
2836,54.0
2837,55.00000000000001
2838,54.0
2839,54.0
2840,54.0
2841,53.0
2842,54.0
2843,54.0
2844,54.0
2845,55.00000000000001
2846,55.00000000000001
2847,55.00000000000001
2848,54.0
2849,54.0
2850,53.0
2851,54.0
2852,53.0
2853,52.0
2854,53.0
2855,52.0
2856,51.0
2857,52.0
2858,51.0
2859,51.0
2860,52.0
2861,53.0
2862,52.0
2863,53.0
2864,53.0
2865,52.0
2866,52.0
2867,52.0
2868,51.0
2869,50.0
2870,49.0
2871,49.0
2872,49.0
2873,49.0
2874,48.0
2875,49.0
2876,49.0
2877,48.0
2878,48.0
2879,48.0
2880,48.0
2881,48.0
2882,49.0
2883,50.0
2884,50.0
2885,50.0
2886,51.0
2887,51.0
2888,51.0
2889,51.0
2890,51.0
2891,51.0
2892,52.0
2893,53.0
2894,52.0
2895,51.0
2896,52.0
2897,53.0
2898,54.0
2899,54.0
2900,55.00000000000001
2901,55.00000000000001
2902,56.00000000000001
2903,56.00000000000001
2904,56.99999999999999
2905,56.99999999999999
2906,56.99999999999999
2907,57.99999999999999
2908,56.99999999999999
2909,56.99999999999999
2910,57.99999999999999
2911,57.99999999999999
2912,57.99999999999999
2913,57.99999999999999
2914,59.0
2915,57.99999999999999
2916,59.0
2917,60.0
2918,60.0
2919,59.0
2920,59.0
2921,59.0
2922,59.0
2923,60.0
2924,60.0
2925,59.0
2926,60.0
2927,60.0
2928,60.0
2929,61.0
2930,61.0
2931,60.0
2932,60.0
2933,60.0
2934,60.0
2935,61.0
2936,61.0
2937,60.0
2938,61.0
2939,61.0
2940,60.0
2941,60.0
2942,59.0
2943,59.0
2944,60.0
2945,60.0
2946,59.0
2947,60.0
2948,60.0
2949,60.0
2950,61.0
2951,61.0
2952,62.0
2953,63.0
2954,63.0
2955,63.0
2956,63.0
2957,63.0
2958,64.0
2959,64.0
2960,63.0
2961,62.0
2962,63.0
2963,63.0
2964,62.0
2965,63.0
2966,63.0
2967,63.0
2968,63.0
2969,64.0
2970,64.0
2971,63.0
2972,62.0
2973,61.0
2974,61.0
2975,61.0
2976,60.0
2977,61.0
2978,61.0
2979,61.0
2980,60.0
2981,61.0
2982,61.0
2983,61.0
2984,61.0
2985,61.0
2986,61.0
2987,62.0
2988,62.0
2989,63.0
2990,63.0
2991,62.0
2992,62.0
2993,62.0
2994,63.0
2995,64.0
2996,63.0
2997,62.0
2998,61.0
2999,61.0
3000,60.0
3001,60.0
3002,60.0
3003,60.0
3004,60.0
3005,60.0
3006,61.0
3007,60.0
3008,60.0
3009,60.0
3010,59.0
3011,59.0
3012,57.99999999999999
3013,59.0
3014,57.99999999999999
3015,59.0
3016,59.0
3017,59.0
3018,59.0
3019,59.0
3020,60.0
3021,59.0
3022,59.0
3023,59.0
3024,57.99999999999999
3025,59.0
3026,59.0
3027,57.99999999999999
3028,59.0
3029,57.99999999999999
3030,56.99999999999999
3031,57.99999999999999
3032,59.0
3033,59.0
3034,60.0
3035,60.0
3036,59.0
3037,59.0
3038,59.0
3039,59.0
3040,60.0
3041,61.0
3042,62.0
3043,62.0
3044,61.0
3045,60.0
3046,60.0
3047,60.0
3048,60.0
3049,60.0
3050,60.0
3051,60.0
3052,60.0
3053,60.0
3054,60.0
3055,61.0
3056,62.0
3057,62.0
3058,62.0
3059,61.0
3060,61.0
3061,61.0
3062,61.0
3063,60.0
3064,61.0
3065,61.0
3066,60.0
3067,59.0
3068,60.0
3069,60.0
3070,61.0
3071,61.0
3072,61.0
3073,61.0
3074,61.0
3075,60.0
3076,61.0
3077,61.0
3078,60.0
3079,60.0
3080,61.0
3081,60.0
3082,59.0
3083,59.0
3084,57.99999999999999
3085,57.99999999999999
3086,56.99999999999999
3087,56.99999999999999
3088,57.99999999999999
3089,57.99999999999999
3090,56.99999999999999
3091,56.99999999999999
3092,56.99999999999999
3093,56.00000000000001
3094,56.00000000000001
3095,56.00000000000001
3096,56.99999999999999
3097,57.99999999999999
3098,59.0
3099,59.0
3100,60.0
3101,60.0
3102,60.0
3103,60.0
3104,59.0
3105,57.99999999999999
3106,57.99999999999999
3107,59.0
3108,59.0
3109,59.0
3110,59.0
3111,57.99999999999999
3112,57.99999999999999
3113,57.99999999999999
3114,57.99999999999999
3115,57.99999999999999
3116,56.99999999999999
3117,56.00000000000001
3118,56.00000000000001
3119,56.99999999999999
3120,56.00000000000001
3121,56.99999999999999
3122,56.99999999999999
3123,56.00000000000001
3124,56.00000000000001
3125,55.00000000000001
3126,54.0
3127,55.00000000000001
3128,55.00000000000001
3129,56.00000000000001
3130,56.99999999999999
3131,56.99999999999999
3132,56.00000000000001
3133,56.00000000000001
3134,55.00000000000001
3135,54.0
3136,55.00000000000001
3137,56.00000000000001
3138,56.00000000000001
3139,56.00000000000001
3140,56.00000000000001
3141,56.00000000000001
3142,56.00000000000001
3143,56.00000000000001
3144,56.99999999999999
3145,57.99999999999999
3146,59.0
3147,57.99999999999999
3148,59.0
3149,57.99999999999999
3150,57.99999999999999
3151,57.99999999999999
3152,57.99999999999999
3153,56.99999999999999
3154,56.99999999999999
3155,56.00000000000001
3156,55.00000000000001
3157,55.00000000000001
3158,54.0
3159,54.0
3160,55.00000000000001
3161,55.00000000000001
3162,54.0
3163,55.00000000000001
3164,55.00000000000001
3165,54.0
3166,55.00000000000001
3167,56.00000000000001
3168,55.00000000000001
3169,54.0
3170,53.0
3171,53.0
3172,53.0
3173,53.0
3174,54.0
3175,55.00000000000001
3176,54.0
3177,53.0
3178,54.0
3179,54.0
3180,54.0
3181,55.00000000000001
3182,55.00000000000001
3183,54.0
3184,54.0
3185,55.00000000000001
3186,55.00000000000001
3187,55.00000000000001
3188,55.00000000000001
3189,55.00000000000001
3190,55.00000000000001
3191,55.00000000000001
3192,55.00000000000001
3193,56.00000000000001
3194,56.00000000000001
3195,56.00000000000001
3196,55.00000000000001
3197,55.00000000000001
3198,55.00000000000001
3199,55.00000000000001
3200,54.0
3201,54.0
3202,54.0
3203,55.00000000000001
3204,55.00000000000001
3205,56.00000000000001
3206,56.00000000000001
3207,55.00000000000001
3208,56.00000000000001
3209,56.00000000000001
3210,56.99999999999999
3211,57.99999999999999
3212,57.99999999999999
3213,57.99999999999999
3214,59.0
3215,57.99999999999999
3216,59.0
3217,60.0
3218,60.0
3219,60.0
3220,61.0
3221,61.0
3222,60.0
3223,60.0
3224,61.0
3225,62.0
3226,63.0
3227,63.0
3228,62.0
3229,61.0
3230,60.0
3231,59.0
3232,60.0
3233,61.0
3234,62.0
3235,63.0
3236,62.0
3237,62.0
3238,62.0
3239,62.0
3240,61.0
3241,61.0
3242,61.0
3243,60.0
3244,59.0
3245,57.99999999999999
3246,56.99999999999999
3247,56.99999999999999
3248,56.99999999999999
3249,57.99999999999999
3250,56.99999999999999
3251,56.00000000000001
3252,55.00000000000001
3253,56.00000000000001
3254,56.00000000000001
3255,56.00000000000001
3256,56.99999999999999
3257,56.99999999999999
3258,57.99999999999999
3259,57.99999999999999
3260,56.99999999999999
3261,56.99999999999999
3262,57.99999999999999
3263,57.99999999999999
3264,56.99999999999999
3265,56.99999999999999
3266,56.00000000000001
3267,55.00000000000001
3268,55.00000000000001
3269,56.00000000000001
3270,56.00000000000001
3271,56.99999999999999
3272,56.99999999999999
3273,56.99999999999999
3274,56.99999999999999
3275,56.99999999999999
3276,57.99999999999999
3277,57.99999999999999
3278,57.99999999999999
3279,56.99999999999999
3280,56.99999999999999
3281,56.99999999999999
3282,57.99999999999999
3283,59.0
3284,60.0
3285,59.0
3286,60.0
3287,60.0
3288,59.0
3289,59.0
3290,59.0
3291,59.0
3292,59.0
3293,57.99999999999999
3294,56.99999999999999
3295,56.99999999999999
3296,57.99999999999999
3297,56.99999999999999
3298,56.99999999999999
3299,56.99999999999999
3300,56.99999999999999
3301,56.00000000000001
3302,56.00000000000001
3303,55.00000000000001
3304,56.00000000000001
3305,55.00000000000001
3306,54.0
3307,55.00000000000001
3308,55.00000000000001
3309,55.00000000000001
3310,55.00000000000001
3311,55.00000000000001
3312,55.00000000000001
3313,55.00000000000001
3314,55.00000000000001
3315,56.00000000000001
3316,56.00000000000001
3317,55.00000000000001
3318,54.0
3319,54.0
3320,54.0
3321,53.0
3322,54.0
3323,55.00000000000001
3324,54.0
3325,54.0
3326,54.0
3327,54.0
3328,55.00000000000001
3329,55.00000000000001
3330,56.00000000000001
3331,56.99999999999999
3332,56.99999999999999
3333,56.00000000000001
3334,56.00000000000001
3335,56.00000000000001
3336,56.00000000000001
3337,56.00000000000001
3338,55.00000000000001
3339,55.00000000000001
3340,56.00000000000001
3341,56.00000000000001
3342,55.00000000000001
3343,56.00000000000001
3344,56.99999999999999
3345,56.99999999999999
3346,56.99999999999999
3347,57.99999999999999
3348,56.99999999999999
3349,56.99999999999999
3350,57.99999999999999
3351,57.99999999999999
3352,57.99999999999999
3353,57.99999999999999
3354,56.99999999999999
3355,57.99999999999999
3356,57.99999999999999
3357,56.99999999999999
3358,56.99999999999999
3359,57.99999999999999
3360,57.99999999999999
3361,59.0
3362,57.99999999999999
3363,57.99999999999999
3364,59.0
3365,60.0
3366,60.0
3367,61.0
3368,62.0
3369,62.0
3370,63.0
3371,63.0
3372,64.0
3373,65.0
3374,65.0
3375,64.0
3376,63.0
3377,63.0
3378,62.0
3379,63.0
3380,63.0
3381,62.0
3382,61.0
3383,61.0
3384,61.0
3385,62.0
3386,61.0
3387,60.0
3388,61.0
3389,61.0
3390,61.0
3391,62.0
3392,62.0
3393,62.0
3394,62.0
3395,62.0
3396,62.0
3397,62.0
3398,61.0
3399,60.0
3400,61.0
3401,62.0
3402,62.0
3403,63.0
3404,63.0
3405,64.0
3406,64.0
3407,64.0
3408,63.0
3409,64.0
3410,64.0
3411,63.0
3412,64.0
3413,63.0
3414,62.0
3415,62.0
3416,62.0
3417,62.0
3418,63.0
3419,63.0
3420,63.0
3421,64.0
3422,64.0
3423,63.0
3424,64.0
3425,63.0
3426,62.0
3427,62.0
3428,62.0
3429,63.0
3430,63.0
3431,63.0
3432,62.0
3433,62.0
3434,62.0
3435,61.0
3436,62.0
3437,62.0
3438,62.0
3439,62.0
3440,62.0
3441,61.0
3442,62.0
3443,61.0
3444,60.0
3445,61.0
3446,61.0
3447,60.0
3448,61.0
3449,60.0
3450,59.0
3451,60.0
3452,61.0
3453,60.0
3454,61.0
3455,61.0
3456,60.0
3457,61.0
3458,61.0
3459,61.0
3460,62.0
3461,61.0
3462,61.0
3463,61.0
3464,61.0
3465,60.0
3466,61.0
3467,60.0
3468,59.0
3469,57.99999999999999
3470,57.99999999999999
3471,56.99999999999999
3472,56.99999999999999
3473,56.99999999999999
3474,56.99999999999999
3475,57.99999999999999
3476,57.99999999999999
3477,57.99999999999999
3478,59.0
3479,59.0
3480,57.99999999999999
3481,59.0
3482,59.0
3483,59.0
3484,59.0
3485,59.0
3486,59.0
3487,60.0
3488,60.0
3489,59.0
3490,60.0
3491,60.0
3492,59.0
3493,60.0
3494,61.0
3495,60.0
3496,60.0
3497,60.0
3498,60.0
3499,61.0
3500,60.0
3501,59.0
3502,59.0
3503,59.0
3504,57.99999999999999
3505,56.99999999999999
3506,56.99999999999999
3507,56.00000000000001
3508,56.00000000000001
3509,55.00000000000001
3510,54.0
3511,54.0
3512,53.0
3513,54.0
3514,55.00000000000001
3515,55.00000000000001
3516,54.0
3517,55.00000000000001
3518,55.00000000000001
3519,55.00000000000001
3520,55.00000000000001
3521,54.0
3522,54.0
3523,55.00000000000001
3524,54.0
3525,54.0
3526,55.00000000000001
3527,54.0
3528,54.0
3529,53.0
3530,53.0
3531,52.0
3532,53.0
3533,54.0
3534,53.0
3535,54.0
3536,53.0
3537,53.0
3538,53.0
3539,53.0
3540,52.0
3541,53.0
3542,53.0
3543,54.0
3544,54.0
3545,53.0
3546,54.0
3547,55.00000000000001
3548,55.00000000000001
3549,56.00000000000001
3550,56.99999999999999
3551,56.99999999999999
3552,56.00000000000001
3553,56.99999999999999
3554,56.99999999999999
3555,56.00000000000001
3556,56.99999999999999
3557,56.99999999999999
3558,56.00000000000001
3559,56.00000000000001
3560,56.00000000000001
3561,56.00000000000001
3562,56.99999999999999
3563,56.00000000000001
3564,55.00000000000001
3565,56.00000000000001
3566,56.00000000000001
3567,56.00000000000001
3568,56.00000000000001
3569,56.00000000000001
3570,55.00000000000001
3571,55.00000000000001
3572,54.0
3573,53.0
3574,53.0
3575,52.0
3576,52.0
3577,53.0
3578,53.0
3579,53.0
3580,54.0
3581,54.0
3582,54.0
3583,54.0
3584,53.0
3585,52.0
3586,53.0
3587,53.0
3588,52.0
3589,52.0
3590,52.0
3591,51.0
3592,52.0
3593,52.0
3594,51.0
3595,52.0
3596,52.0
3597,53.0
3598,53.0
3599,53.0
3600,54.0
3601,55.00000000000001
3602,55.00000000000001
3603,54.0
3604,55.00000000000001
3605,56.00000000000001
3606,56.00000000000001
3607,56.00000000000001
3608,56.00000000000001
3609,56.99999999999999
3610,57.99999999999999
3611,59.0
3612,60.0
3613,60.0
3614,60.0
3615,59.0
3616,60.0
3617,60.0
3618,60.0
3619,60.0
3620,60.0
3621,61.0
3622,61.0
3623,61.0
3624,62.0
3625,63.0
3626,63.0
3627,63.0
3628,63.0
3629,63.0
3630,62.0
3631,62.0
3632,61.0
3633,60.0
3634,61.0
3635,60.0
3636,60.0
3637,60.0
3638,61.0
3639,61.0
3640,62.0
3641,61.0
3642,60.0
3643,60.0
3644,61.0
3645,62.0
3646,61.0
3647,61.0
3648,60.0
3649,60.0
3650,59.0
3651,57.99999999999999
3652,59.0
3653,59.0
3654,57.99999999999999
3655,57.99999999999999
3656,57.99999999999999
