pointer,OQ818328,NC_015934
1250,94.94949494949495,57.99999999999999
1251,94.94949494949495,57.99999999999999
1252,94.94949494949495,57.99999999999999
1253,94.94949494949495,59.0
1254,94.94949494949495,59.0
1255,94.94949494949495,59.0
1256,94.94949494949495,59.0
1257,94.94949494949495,59.0
1258,94.94949494949495,59.0
1259,93.93939393939394,60.0
1260,93.93939393939394,60.0
1261,93.93939393939394,60.0
1262,93.93939393939394,59.0
1263,93.93939393939394,60.0
1264,93.93939393939394,60.0
1265,93.93939393939394,61.0
1266,93.93939393939394,61.0
1267,93.93939393939394,60.0
1268,94.94949494949495,60.0
1269,94.94949494949495,60.0
1270,94.94949494949495,60.0
1271,93.93939393939394,59.0
1272,93.93939393939394,59.0
1273,93.93939393939394,57.99999999999999
1274,93.93939393939394,59.0
1275,93.93939393939394,59.0
1276,93.93939393939394,59.0
1277,94.94949494949495,60.0
1278,94.94949494949495,60.0
1279,94.94949494949495,60.0
1280,94.94949494949495,60.0
1281,94.94949494949495,61.0
1282,94.94949494949495,62.0
1283,94.94949494949495,62.0
1284,94.94949494949495,62.0
1285,94.94949494949495,62.0
1286,94.94949494949495,63.0
1287,94.94949494949495,63.0
1288,94.94949494949495,62.0
1289,94.94949494949495,62.0
1290,94.94949494949495,62.0
1291,94.94949494949495,61.0
1292,94.94949494949495,60.0
1293,94.89795918367348,59.0
1294,94.84536082474226,57.99999999999999
1295,94.84536082474226,57.99999999999999
1296,94.84536082474226,57.99999999999999
1297,93.81443298969072,56.99999999999999
1298,93.81443298969072,57.99999999999999
1299,93.81443298969072,57.99999999999999
1300,93.81443298969072,59.0
1301,94.84536082474226,60.0
1302,94.84536082474226,60.0
1303,94.84536082474226,60.0
1304,94.84536082474226,61.0
1305,94.84536082474226,62.0
1306,94.84536082474226,63.0
1307,94.84536082474226,63.0
1308,94.84536082474226,63.0
1309,94.84536082474226,63.0
1310,94.84536082474226,63.0
1311,94.84536082474226,63.0
1312,94.84536082474226,63.0
1313,94.84536082474226,63.0
1314,94.84536082474226,64.0
1315,94.84536082474226,65.0
1316,94.84536082474226,65.0
1317,94.84536082474226,66.0
1318,94.84536082474226,65.0
1319,94.84536082474226,65.0
1320,94.84536082474226,66.0
1321,94.84536082474226,66.0
1322,94.84536082474226,66.0
1323,94.84536082474226,66.0
1324,94.84536082474226,65.0
1325,95.87628865979381,65.0
1326,95.91836734693877,66.0
1327,95.91836734693877,65.0
1328,95.91836734693877,65.0
1329,95.91836734693877,65.0
1330,95.91836734693877,65.0
1331,95.91836734693877,65.0
1332,96.93877551020408,66.0
1333,96.93877551020408,67.0
1334,96.93877551020408,68.0
1335,96.93877551020408,68.0
1336,96.93877551020408,67.0
1337,96.93877551020408,67.0
1338,96.93877551020408,68.0
1339,96.93877551020408,69.0
1340,96.93877551020408,69.0
1341,96.93877551020408,70.0
1342,96.93877551020408,70.0
1343,96.93877551020408,69.0
1344,96.93877551020408,69.0
1345,96.93877551020408,69.0
1346,96.93877551020408,69.0
1347,96.93877551020408,70.0
1348,96.93877551020408,70.0
1349,96.93877551020408,70.0
1350,96.93877551020408,70.0
1351,96.93877551020408,70.0
1352,96.93877551020408,70.0
1353,96.93877551020408,70.0
1354,96.93877551020408,70.0
1355,96.93877551020408,70.0
1356,96.93877551020408,70.0
1357,96.93877551020408,69.0
1358,96.93877551020408,69.0
1359,97.95918367346938,69.0
1360,97.95918367346938,69.0
1361,97.95918367346938,68.0
1362,97.95918367346938,69.0
1363,97.95918367346938,69.0
1364,97.95918367346938,69.0
1365,97.95918367346938,69.0
1366,97.95918367346938,68.0
1367,97.95918367346938,69.0
1368,97.95918367346938,70.0
1369,97.95918367346938,69.0
1370,97.95918367346938,68.0
1371,98.9795918367347,69.0
1372,98.9795918367347,69.0
1373,98.9795918367347,69.0
1374,98.9795918367347,68.0
1375,97.95918367346938,68.0
1376,97.95918367346938,67.0
1377,97.95918367346938,66.0
1378,97.95918367346938,65.0
1379,97.95918367346938,64.0
1380,97.95918367346938,63.0
1381,97.95918367346938,63.0
1382,97.95918367346938,63.0
1383,97.95918367346938,64.0
1384,97.95918367346938,65.0
1385,97.95918367346938,66.0
1386,97.95918367346938,65.0
1387,97.95918367346938,65.0
1388,96.93877551020408,65.0
1389,96.93877551020408,65.0
1390,96.93877551020408,64.0
1391,96.93877551020408,64.0
1392,96.93877551020408,64.0
1393,96.96969696969697,64.0
1394,97.0,65.0
1395,97.0,65.0
1396,97.0,65.0
1397,98.0,66.0
1398,98.0,66.0
1399,98.0,67.0
1400,98.0,67.0
1401,98.0,66.0
1402,97.0,65.0
1403,97.0,65.0
1404,97.0,64.0
1405,97.0,63.0
1406,97.0,62.0
1407,97.0,61.0
1408,96.0,60.0
1409,96.0,59.0
1410,96.0,57.99999999999999
1411,95.0,56.99999999999999
1412,95.0,57.99999999999999
1413,95.0,56.99999999999999
1414,94.0,56.00000000000001
1415,94.0,56.00000000000001
1416,94.0,56.00000000000001
1417,94.0,55.00000000000001
1418,94.0,55.00000000000001
1419,94.0,54.0
1420,94.0,54.0
1421,94.0,54.0
1422,94.0,54.0
1423,94.0,54.0
1424,93.0,54.0
1425,93.0,53.0
1426,93.0,53.0
1427,93.0,53.0
1428,93.0,53.0
1429,93.0,53.0
1430,93.0,52.0
1431,93.0,52.0
1432,93.0,51.0
1433,93.0,51.0
1434,93.0,51.0
1435,93.0,51.0
1436,93.0,51.0
1437,92.92929292929293,50.0
1438,92.92929292929293,49.0
1439,92.92929292929293,48.0
1440,92.92929292929293,48.0
1441,92.92929292929293,48.0
1442,92.92929292929293,49.0
1443,92.92929292929293,50.0
1444,92.92929292929293,51.0
1445,92.92929292929293,51.0
1446,92.92929292929293,51.0
1447,92.92929292929293,50.0
1448,91.91919191919192,49.0
1449,91.91919191919192,49.0
1450,91.91919191919192,48.0
1451,91.91919191919192,47.0
1452,91.91919191919192,47.0
1453,91.91919191919192,47.0
1454,91.91919191919192,46.0
1455,91.91919191919192,45.0
1456,91.91919191919192,45.0
1457,91.91919191919192,45.0
1458,91.91919191919192,44.0
1459,91.91919191919192,44.0
1460,91.91919191919192,43.0
1461,91.91919191919192,44.0
1462,91.91919191919192,44.0
1463,91.91919191919192,43.0
1464,91.91919191919192,42.0
1465,91.91919191919192,42.0
1466,91.91919191919192,42.0
1467,91.91919191919192,42.0
1468,91.91919191919192,42.0
1469,91.91919191919192,43.0
1470,91.91919191919192,43.0
1471,91.91919191919192,43.0
1472,91.91919191919192,42.0
1473,91.91919191919192,43.0
1474,91.91919191919192,44.0
1475,92.92929292929293,43.0
1476,92.92929292929293,44.0
1477,92.92929292929293,45.0
1478,92.92929292929293,45.0
1479,92.92929292929293,46.0
1480,92.92929292929293,47.0
1481,92.92929292929293,47.0
1482,92.92929292929293,47.0
1483,92.92929292929293,47.0
1484,92.92929292929293,47.0
1485,92.92929292929293,47.0
1486,92.92929292929293,48.0
1487,92.92929292929293,48.0
1488,93.93939393939394,49.0
1489,93.93939393939394,50.0
1490,92.92929292929293,50.0
1491,92.92929292929293,51.0
1492,92.92929292929293,52.0
1493,92.92929292929293,53.0
1494,92.92929292929293,52.0
1495,92.92929292929293,52.0
1496,92.92929292929293,53.0
1497,92.92929292929293,53.0
1498,92.92929292929293,53.0
1499,92.92929292929293,52.0
1500,92.92929292929293,52.0
1501,92.92929292929293,53.0
1502,93.93939393939394,53.0
1503,93.93939393939394,54.0
1504,93.93939393939394,55.00000000000001
1505,93.93939393939394,56.00000000000001
1506,93.93939393939394,56.99999999999999
1507,93.93939393939394,57.99999999999999
1508,93.93939393939394,57.99999999999999
1509,93.93939393939394,57.99999999999999
1510,93.93939393939394,57.99999999999999
1511,94.94949494949495,57.99999999999999
1512,94.94949494949495,57.99999999999999
1513,94.94949494949495,59.0
1514,95.95959595959596,60.0
1515,95.95959595959596,60.0
1516,95.95959595959596,60.0
1517,95.95959595959596,60.0
1518,95.95959595959596,61.0
1519,95.95959595959596,62.0
1520,95.95959595959596,61.0
1521,95.95959595959596,62.0
1522,95.95959595959596,62.0
1523,95.95959595959596,61.0
1524,96.96969696969697,61.0
1525,96.96969696969697,61.0
1526,96.96969696969697,60.0
1527,96.96969696969697,61.0
1528,96.96969696969697,61.0
1529,95.95959595959596,60.0
1530,95.95959595959596,61.0
1531,95.95959595959596,61.0
1532,95.95959595959596,62.0
1533,95.95959595959596,62.0
1534,95.95959595959596,62.0
1535,94.94949494949495,62.0
1536,94.94949494949495,63.0
1537,95.0,64.0
1538,95.0,65.0
1539,95.0,66.0
1540,95.0,65.0
1541,95.0,64.0
1542,95.0,64.0
1543,95.0,64.0
1544,95.0,63.0
1545,95.0,64.0
1546,95.0,64.0
1547,95.0,64.0
1548,96.0,65.0
1549,96.0,65.0
1550,96.0,66.0
1551,96.0,67.0
1552,96.0,67.0
1553,96.0,67.0
1554,96.0,68.0
1555,96.0,69.0
1556,96.0,70.0
1557,96.0,71.0
1558,96.0,71.0
1559,95.0,71.0
1560,95.0,71.0
1561,95.0,71.0
1562,95.0,71.0
1563,95.0,72.0
1564,95.0,73.0
1565,95.0,72.0
1566,95.0,73.0
1567,95.0,73.0
1568,94.0,73.0
1569,94.0,73.0
1570,94.0,74.0
1571,94.0,74.0
1572,94.0,74.0
1573,94.0,73.0
1574,94.0,72.0
1575,94.0,73.0
1576,94.0,73.0
1577,94.0,72.0
1578,94.0,72.0
1579,94.0,72.0
1580,94.0,71.0
1581,94.0,70.0
1582,94.0,70.0
1583,94.0,70.0
1584,94.0,69.0
1585,94.0,68.0
1586,94.0,68.0
1587,94.0,69.0
1588,94.0,69.0
1589,93.0,68.0
1590,94.0,68.0
1591,94.0,68.0
1592,94.0,67.0
1593,94.0,67.0
1594,94.0,68.0
1595,93.0,67.0
1596,93.0,66.0
1597,93.0,66.0
1598,93.0,65.0
1599,93.0,66.0
1600,93.0,66.0
1601,93.0,65.0
1602,93.0,65.0
1603,93.0,64.0
1604,93.0,63.0
1605,93.0,63.0
1606,93.0,63.0
1607,92.0,62.0
1608,93.0,63.0
1609,93.0,64.0
1610,93.0,65.0
1611,93.0,66.0
1612,93.0,65.0
1613,93.0,65.0
1614,93.0,64.0
1615,93.0,63.0
1616,93.0,62.0
1617,93.0,63.0
1618,93.0,62.0
1619,93.0,61.0
1620,93.0,62.0
1621,93.0,62.0
1622,93.0,61.0
1623,93.0,62.0
1624,93.0,63.0
1625,93.0,63.0
1626,93.0,63.0
1627,93.0,63.0
1628,93.0,63.0
1629,94.0,63.0
1630,94.0,63.0
1631,93.0,62.0
1632,93.0,61.0
1633,93.0,61.0
1634,92.0,60.0
1635,93.0,60.0
1636,93.0,60.0
1637,92.0,59.0
1638,92.0,59.0
1639,92.0,59.0
1640,91.0,59.0
1641,91.0,59.0
1642,91.0,59.0
1643,90.0,57.99999999999999
1644,90.0,59.0
1645,90.0,59.0
1646,90.0,59.0
1647,90.0,60.0
1648,90.0,60.0
1649,90.0,59.0
1650,90.0,57.99999999999999
1651,90.0,56.99999999999999
1652,90.0,56.00000000000001
1653,90.0,56.00000000000001
1654,90.0,56.00000000000001
1655,90.0,55.00000000000001
1656,90.0,54.0
1657,90.0,54.0
1658,90.0,54.0
1659,91.0,54.0
1660,91.0,55.00000000000001
1661,91.0,54.0
1662,91.0,54.0
1663,91.0,54.0
1664,91.0,54.0
1665,91.0,55.00000000000001
1666,91.0,55.00000000000001
1667,91.0,54.0
1668,92.0,54.0
1669,92.0,54.0
1670,92.0,54.0
1671,92.0,53.0
1672,92.0,53.0
1673,92.0,54.0
1674,92.0,55.00000000000001
1675,92.0,55.00000000000001
1676,92.0,54.0
1677,92.0,55.00000000000001
1678,92.0,56.00000000000001
1679,92.0,55.00000000000001
1680,92.0,56.00000000000001
1681,92.0,56.99999999999999
1682,92.0,56.00000000000001
1683,92.0,56.00000000000001
1684,92.0,56.99999999999999
1685,92.0,57.99999999999999
1686,92.0,57.99999999999999
1687,92.0,57.99999999999999
1688,92.0,56.99999999999999
1689,93.0,57.99999999999999
1690,93.0,59.0
1691,93.0,59.0
1692,93.0,59.0
1693,93.0,57.99999999999999
1694,93.0,56.99999999999999
1695,94.0,57.99999999999999
1696,94.0,59.0
1697,94.0,57.99999999999999
1698,94.0,57.99999999999999
1699,94.0,57.99999999999999
1700,94.0,56.99999999999999
1701,94.0,56.99999999999999
1702,94.0,56.99999999999999
1703,94.0,56.99999999999999
1704,94.0,57.99999999999999
1705,94.0,57.99999999999999
1706,93.0,56.99999999999999
1707,94.0,57.99999999999999
1708,94.0,57.99999999999999
1709,94.0,57.99999999999999
1710,94.0,57.99999999999999
1711,94.0,57.99999999999999
1712,94.0,59.0
1713,94.0,59.0
1714,94.0,60.0
1715,93.0,60.0
1716,93.0,60.0
1717,93.0,59.0
1718,93.0,59.0
1719,93.0,60.0
1720,93.0,60.0
1721,93.0,59.0
1722,93.0,59.0
1723,93.0,59.0
1724,93.0,59.0
1725,93.0,59.0
1726,93.0,60.0
1727,93.0,59.0
1728,93.0,59.0
1729,93.0,60.0
1730,93.0,59.0
1731,94.0,60.0
1732,94.0,61.0
1733,94.0,60.0
1734,95.0,61.0
1735,95.0,61.0
1736,95.0,60.0
1737,96.0,61.0
1738,96.0,61.0
1739,95.0,60.0
1740,96.0,61.0
1741,96.0,62.0
1742,96.0,61.0
1743,97.0,62.0
1744,97.0,62.0
1745,97.0,62.0
1746,97.0,61.0
1747,97.0,61.0
1748,97.0,60.0
1749,97.0,61.0
1750,97.0,62.0
1751,97.0,63.0
1752,97.0,64.0
1753,97.0,64.0
1754,97.0,63.0
1755,97.0,63.0
1756,97.0,64.0
1757,97.0,63.0
1758,97.0,64.0
1759,97.0,64.0
1760,97.0,64.0
1761,97.0,65.0
1762,97.0,65.0
1763,97.0,65.0
1764,97.0,64.0
1765,97.0,64.0
1766,97.0,63.0
1767,97.0,64.0
1768,97.0,64.0
1769,97.0,63.0
1770,97.0,63.0
1771,97.0,63.0
1772,96.0,64.0
1773,96.0,64.0
1774,96.0,64.0
1775,96.0,64.0
1776,96.0,65.0
1777,96.0,65.0
1778,96.0,64.0
1779,96.0,64.0
1780,96.0,64.0
1781,95.0,63.0
1782,95.0,64.0
1783,95.0,64.0
1784,94.0,63.0
1785,94.0,62.0
1786,94.0,62.0
1787,94.0,61.0
1788,94.0,62.0
1789,94.0,61.0
1790,94.0,60.0
1791,94.0,59.0
1792,94.0,60.0
1793,93.0,61.0
1794,93.0,62.0
1795,93.0,62.0
1796,93.0,61.0
1797,93.0,62.0
1798,93.0,63.0
1799,93.0,63.0
1800,93.0,64.0
1801,93.0,65.0
1802,93.0,65.0
1803,93.0,65.0
1804,93.0,64.0
1805,93.0,64.0
1806,94.0,65.0
1807,94.0,65.0
1808,93.0,64.0
1809,93.0,63.0
1810,93.0,62.0
1811,93.0,62.0
1812,93.0,62.0
1813,93.0,62.0
1814,93.0,61.0
1815,94.0,62.0
1816,94.0,63.0
1817,94.0,64.0
1818,94.0,65.0
1819,94.0,65.0
1820,94.0,65.0
1821,94.0,66.0
1822,94.0,67.0
1823,93.0,67.0
1824,93.0,67.0
1825,93.0,68.0
1826,93.0,67.0
1827,93.0,68.0
1828,93.0,68.0
1829,93.0,67.0
1830,93.0,68.0
1831,93.0,68.0
1832,92.0,67.0
1833,92.0,67.0
1834,92.0,67.0
1835,91.0,66.0
1836,91.0,66.0
1837,91.0,66.0
1838,91.0,65.0
1839,92.0,66.0
1840,92.0,66.0
1841,92.0,65.0
1842,92.0,66.0
1843,92.0,66.0
1844,91.0,65.0
1845,91.0,64.0
1846,91.0,64.0
1847,91.0,63.0
1848,91.0,64.0
1849,91.0,64.0
1850,91.0,64.0
1851,91.0,63.0
1852,91.0,63.0
1853,91.0,63.0
1854,91.0,64.0
1855,91.0,65.0
1856,91.0,65.0
1857,91.0,66.0
1858,91.0,66.0
1859,91.0,66.0
1860,91.0,66.0
1861,91.0,66.0
1862,91.0,65.0
1863,91.0,64.0
1864,91.0,64.0
1865,91.0,63.0
1866,91.0,63.0
1867,91.0,63.0
1868,90.0,62.0
1869,90.0,62.0
1870,90.0,62.0
1871,90.0,62.0
1872,91.0,62.0
1873,91.0,62.0
1874,91.0,62.0
1875,91.0,62.0
1876,91.0,62.0
1877,91.0,61.0
1878,91.0,62.0
1879,91.0,63.0
1880,91.0,62.0
1881,92.0,63.0
1882,92.0,62.0
1883,92.0,61.0
1884,93.0,62.0
1885,93.0,63.0
1886,93.0,62.0
1887,93.0,62.0
1888,93.0,61.0
1889,93.0,62.0
1890,93.0,62.0
1891,93.0,63.0
1892,93.0,62.0
1893,94.0,61.0
1894,94.0,61.0
1895,94.0,60.0
1896,94.0,60.0
1897,94.0,60.0
1898,94.0,60.0
1899,94.0,60.0
1900,94.0,60.0
1901,93.0,59.0
1902,93.0,60.0
1903,93.0,61.0
1904,93.0,62.0
1905,93.0,62.0
1906,93.0,62.0
1907,93.0,62.0
1908,94.0,62.0
1909,94.0,63.0
1910,94.0,63.0
1911,94.0,63.0
1912,94.0,63.0
1913,93.0,63.0
1914,93.0,64.0
1915,93.0,64.0
1916,93.0,64.0
1917,93.0,63.0
1918,93.0,62.0
1919,93.0,61.0
1920,93.0,60.0
1921,93.0,60.0
1922,93.0,60.0
1923,94.0,60.0
1924,94.0,60.0
1925,94.0,60.0
1926,94.0,61.0
1927,94.0,61.0
1928,94.0,60.0
1929,94.0,60.0
1930,94.0,59.0
1931,94.0,57.99999999999999
1932,95.0,57.99999999999999
1933,95.0,57.99999999999999
1934,95.0,57.99999999999999
1935,96.0,59.0
1936,96.0,60.0
1937,96.0,60.0
1938,96.0,61.0
1939,96.0,60.0
1940,96.0,60.0
1941,96.0,61.0
1942,96.0,60.0
1943,96.0,59.0
1944,97.0,60.0
1945,97.0,61.0
1946,96.96969696969697,61.0
1947,96.96969696969697,61.0
1948,96.96969696969697,60.0
1949,96.96969696969697,60.0
1950,96.96969696969697,60.0
1951,96.96969696969697,60.0
1952,96.96969696969697,59.0
1953,96.96969696969697,59.0
1954,96.96969696969697,59.0
1955,96.96969696969697,57.99999999999999
1956,95.95959595959596,56.99999999999999
1957,95.95959595959596,56.00000000000001
1958,95.95959595959596,56.00000000000001
1959,95.91836734693877,55.00000000000001
1960,95.87628865979381,54.0
1961,95.87628865979381,54.0
1962,95.87628865979381,54.0
1963,95.87628865979381,54.0
1964,95.87628865979381,55.00000000000001
1965,95.87628865979381,55.00000000000001
1966,95.87628865979381,55.00000000000001
1967,95.87628865979381,55.00000000000001
1968,96.90721649484536,55.00000000000001
1969,96.90721649484536,56.00000000000001
1970,96.90721649484536,56.00000000000001
1971,96.90721649484536,56.00000000000001
1972,96.90721649484536,56.00000000000001
1973,96.90721649484536,56.00000000000001
1974,96.90721649484536,55.00000000000001
1975,96.90721649484536,54.0
1976,96.90721649484536,53.0
1977,96.90721649484536,54.0
1978,96.875,53.0
1979,96.84210526315789,52.0
1980,96.80851063829788,52.0
1981,96.80851063829788,52.0
1982,96.80851063829788,53.0
1983,96.80851063829788,54.0
1984,96.80851063829788,54.0
1985,96.80851063829788,54.0
1986,96.80851063829788,55.00000000000001
1987,96.80851063829788,56.00000000000001
1988,96.80851063829788,56.99999999999999
1989,96.80851063829788,56.99999999999999
1990,96.80851063829788,57.99999999999999
1991,96.80851063829788,57.99999999999999
1992,96.80851063829788,57.99999999999999
1993,96.80851063829788,59.0
1994,96.80851063829788,57.99999999999999
1995,96.80851063829788,57.99999999999999
1996,96.80851063829788,57.99999999999999
1997,96.80851063829788,57.99999999999999
1998,96.80851063829788,56.99999999999999
1999,96.80851063829788,56.00000000000001
2000,96.80851063829788,56.00000000000001
2001,97.87234042553192,56.99999999999999
2002,97.87234042553192,56.99999999999999
2003,97.87234042553192,56.00000000000001
2004,97.87234042553192,56.00000000000001
2005,97.87234042553192,56.00000000000001
2006,97.87234042553192,55.00000000000001
2007,97.87234042553192,55.00000000000001
2008,97.87234042553192,56.00000000000001
2009,97.87234042553192,56.00000000000001
2010,97.87234042553192,56.99999999999999
2011,97.87234042553192,56.00000000000001
2012,97.87234042553192,56.00000000000001
2013,98.93617021276596,56.00000000000001
2014,98.93617021276596,56.00000000000001
2015,98.93617021276596,55.00000000000001
2016,98.93617021276596,55.00000000000001
2017,98.93617021276596,56.00000000000001
2018,98.93617021276596,56.00000000000001
2019,98.93617021276596,56.99999999999999
2020,98.93617021276596,57.99999999999999
2021,98.93617021276596,56.99999999999999
2022,98.93617021276596,56.00000000000001
2023,98.93617021276596,56.00000000000001
2024,98.93617021276596,55.00000000000001
2025,98.93617021276596,55.00000000000001
2026,98.93617021276596,55.00000000000001
2027,98.93617021276596,54.0
2028,98.93617021276596,54.0
2029,98.93617021276596,54.0
2030,98.93617021276596,54.0
2031,98.93617021276596,54.0
2032,98.93617021276596,55.00000000000001
2033,98.93617021276596,56.00000000000001
2034,98.93617021276596,56.00000000000001
2035,98.93617021276596,56.00000000000001
2036,98.93617021276596,55.00000000000001
2037,98.93617021276596,54.0
2038,98.93617021276596,54.0
2039,98.93617021276596,54.0
2040,98.93617021276596,54.0
2041,98.93617021276596,54.0
2042,98.93617021276596,54.0
2043,98.93617021276596,55.00000000000001
2044,98.93617021276596,55.00000000000001
2045,98.93617021276596,55.00000000000001
2046,98.94736842105263,55.00000000000001
2047,98.94736842105263,56.00000000000001
2048,98.94736842105263,56.00000000000001
2049,98.94736842105263,56.00000000000001
2050,98.94736842105263,56.00000000000001
2051,98.94736842105263,56.99999999999999
2052,98.94736842105263,56.99999999999999
2053,98.94736842105263,56.00000000000001
2054,98.94736842105263,56.00000000000001
2055,98.94736842105263,56.99999999999999
2056,100.0,57.99999999999999
2057,100.0,59.0
2058,100.0,59.0
2059,100.0,60.0
2060,100.0,60.0
2061,100.0,60.0
2062,100.0,61.0
2063,100.0,61.0
2064,100.0,61.0
2065,100.0,62.0
2066,100.0,63.0
2067,100.0,63.0
2068,100.0,64.0
2069,100.0,64.0
2070,100.0,64.0
2071,100.0,65.0
2072,100.0,64.0
2073,100.0,64.0
2074,100.0,65.0
2075,100.0,65.0
2076,100.0,66.0
2077,100.0,66.0
2078,100.0,66.0
2079,100.0,66.0
2080,100.0,67.0
2081,100.0,66.0
2082,100.0,66.0
2083,100.0,66.0
2084,100.0,66.0
2085,100.0,66.0
2086,100.0,66.0
2087,100.0,65.0
2088,100.0,65.0
2089,100.0,65.0
2090,100.0,64.0
2091,100.0,64.0
2092,100.0,65.0
2093,99.0,64.0
2094,99.0,65.0
2095,99.0,66.0
2096,99.0,67.0
2097,99.0,67.0
2098,99.0,68.0
2099,99.0,69.0
2100,99.0,69.0
2101,99.0,69.0
2102,99.0,68.0
2103,99.0,69.0
2104,99.0,69.0
2105,98.0,68.0
2106,98.0,69.0
2107,98.0,69.0
2108,98.0,68.0
2109,98.0,67.0
2110,98.0,66.0
2111,98.0,67.0
2112,98.0,67.0
2113,98.0,67.0
2114,98.0,66.0
2115,98.0,67.0
2116,98.0,67.0
2117,98.0,66.0
2118,98.0,66.0
2119,98.0,65.0
2120,98.0,64.0
2121,98.0,65.0
2122,98.0,66.0
2123,98.0,65.0
2124,98.0,66.0
2125,98.0,66.0
2126,98.0,66.0
2127,98.0,67.0
2128,98.0,67.0
2129,98.0,67.0
2130,98.0,68.0
2131,98.0,69.0
2132,98.0,69.0
2133,98.0,69.0
2134,98.0,69.0
2135,97.0,68.0
2136,97.0,69.0
2137,97.0,70.0
2138,97.0,70.0
2139,97.0,71.0
2140,97.0,71.0
2141,97.0,70.0
2142,97.0,71.0
2143,97.0,71.0
2144,97.0,70.0
2145,97.0,70.0
2146,97.0,71.0
2147,97.0,71.0
2148,97.0,72.0
2149,97.0,72.0
2150,97.0,72.0
2151,97.0,71.0
2152,97.0,71.0
2153,96.0,72.0
2154,96.0,72.0
2155,96.0,72.0
2156,96.0,72.0
2157,96.0,72.0
2158,96.0,72.0
2159,96.0,72.0
2160,96.0,73.0
2161,96.0,73.0
2162,96.0,72.0
2163,96.0,72.0
2164,96.0,72.0
2165,96.0,71.0
2166,96.0,71.0
2167,96.0,71.0
2168,95.0,70.0
2169,95.0,70.0
2170,95.0,70.0
2171,94.0,70.0
2172,94.0,71.0
2173,94.0,71.0
2174,94.0,71.0
2175,94.0,72.0
2176,94.0,72.0
2177,93.0,71.0
2178,93.0,72.0
2179,93.0,73.0
2180,93.0,72.0
2181,93.0,72.0
2182,93.0,72.0
2183,92.0,72.0
2184,92.0,72.0
2185,92.0,72.0
2186,92.0,72.0
2187,92.0,72.0
2188,92.0,72.0
2189,92.0,71.0
2190,92.0,72.0
2191,92.0,71.0
2192,92.0,70.0
2193,93.0,70.0
2194,93.0,70.0
2195,92.0,70.0
2196,92.0,70.0
2197,92.0,70.0
2198,92.0,69.0
2199,92.0,69.0
2200,92.0,68.0
2201,92.0,68.0
2202,92.0,69.0
2203,92.0,69.0
2204,92.0,69.0
2205,93.0,70.0
2206,93.0,70.0
2207,93.0,69.0
2208,93.0,70.0
2209,93.0,71.0
2210,93.0,71.0
2211,93.0,70.0
2212,93.0,69.0
2213,93.0,68.0
2214,93.0,69.0
2215,93.0,69.0
2216,93.0,69.0
2217,93.0,70.0
2218,93.0,71.0
2219,93.0,72.0
2220,93.0,73.0
2221,93.0,73.0
2222,92.0,72.0
2223,92.0,73.0
2224,92.0,73.0
2225,92.0,72.0
2226,92.0,72.0
2227,92.0,72.0
2228,92.0,72.0
2229,92.0,73.0
2230,92.0,73.0
2231,92.0,72.0
2232,92.0,71.0
2233,92.0,71.0
2234,92.0,70.0
2235,93.0,71.0
2236,93.0,71.0
2237,93.0,71.0
2238,93.0,71.0
2239,93.0,71.0
2240,92.0,70.0
2241,92.0,71.0
2242,92.0,71.0
2243,92.0,70.0
2244,92.0,70.0
2245,92.0,70.0
2246,92.0,70.0
2247,92.0,70.0
2248,92.0,70.0
2249,92.0,70.0
2250,92.0,70.0
2251,92.0,71.0
2252,92.0,71.0
2253,93.0,71.0
2254,93.0,71.0
2255,93.0,70.0
2256,93.0,70.0
2257,93.0,70.0
2258,93.0,70.0
2259,93.0,70.0
2260,93.0,70.0
2261,93.0,69.0
2262,93.0,70.0
2263,93.0,70.0
2264,93.0,70.0
2265,93.0,70.0
2266,93.0,70.0
2267,93.0,70.0
2268,94.0,71.0
2269,94.0,70.0
2270,93.0,70.0
2271,94.0,70.0
2272,94.0,70.0
2273,94.0,69.0
2274,94.0,69.0
2275,94.0,69.0
2276,93.0,69.0
2277,94.0,70.0
2278,94.0,70.0
2279,94.0,69.0
2280,94.0,70.0
2281,94.0,71.0
2282,93.0,70.0
2283,94.0,70.0
2284,94.0,70.0
2285,94.0,70.0
2286,94.0,70.0
2287,94.0,71.0
2288,94.0,70.0
2289,94.0,71.0
2290,94.0,71.0
2291,94.0,71.0
2292,94.0,72.0
2293,94.0,73.0
2294,94.0,72.0
2295,95.0,72.0
2296,95.0,72.0
2297,95.0,71.0
2298,95.0,72.0
2299,95.0,72.0
2300,95.0,72.0
2301,95.0,71.0
2302,95.0,71.0
2303,95.0,70.0
2304,95.0,70.0
2305,95.0,69.0
2306,95.0,68.0
2307,95.0,68.0
2308,95.0,68.0
2309,95.0,67.0
2310,95.0,68.0
2311,95.0,69.0
2312,95.0,70.0
2313,95.0,70.0
2314,95.0,70.0
2315,95.0,69.0
2316,95.0,69.0
2317,95.0,69.0
2318,94.0,68.0
2319,94.0,68.0
2320,94.0,68.0
2321,94.0,68.0
2322,95.0,68.0
2323,95.0,67.0
2324,95.0,66.0
2325,95.0,67.0
2326,95.0,67.0
2327,95.0,67.0
2328,95.0,67.0
2329,95.0,67.0
2330,95.0,66.0
2331,95.0,66.0
2332,95.0,66.0
2333,95.0,65.0
2334,95.0,65.0
2335,95.0,65.0
2336,95.0,64.0
2337,95.0,63.0
